a,b,m,kappa
0.3236539417046984,0.0005390656674720594,0.023653947915067784,0.0024282969820513646
0.5802314647479229,-0.003202685830094074,0.2802314651932989,-0.016048994938912334
-0.07343625784075115,-0.0006667830646465312,0.0,0.003947283798175623
-0.17740003978348584,-9.711039129279734e-05,0.0,0.009143306476710286
0.283629557367823,9.130218234852659e-05,0.0,-0.00017862754249030596
-0.10652252656511706,-0.00016399126803822277,0.004222689448937493,0.00875608711847459
0.6241354571411265,0.00039501407302073557,0.3241354578302195,-0.0880688394156843
0.006377380121530664,0.002416810352093386,0.0,0.007887219592484139
0.1582130593246161,-3.580862085210692e-06,0.0,-0.002519867986329712
0.3714333227598976,0.00859294375862781,0.07143332275817134,0.000920291635367362
0.6156361038250974,2.81038719983517e-05,0.31563610446702506,0.026125195158360818
-0.008496570021892977,-0.0001566494170936459,4.702434871397469e-05,0.005923587919701812
0.30897903292230666,-0.0004937210345938793,0.008979032470882452,-0.0042121669615621015
-0.557203156060238,-0.0001703922141425173,0.0,-0.0021998469476348674
0.4566125206858695,0.00028220151817336337,0.15661252846917378,-0.0029500227154364805
0.5961759392972776,6.950715818439412e-05,0.2961759398311596,0.004123701735527866
-0.7740013506952605,-0.00010571374680687881,0.0,0.004491542342314412
0.5003758835635858,-0.00019511781017508178,0.200375883565673,-0.005311279580209968
0.244524031463684,-0.0001464922620018245,0.0,-0.00011424024397629098
0.5942260663587993,0.0001415775056219337,0.2942260668818624,-0.08595737771254995
0.12106632830388485,0.0064955966105797736,0.0,0.009353427463019192
0.6177042015236753,-0.009818104045860537,0.2698896163872447,-0.16708080333690156
-0.1332005866365588,3.12162373433608e-05,0.0,-0.010273131931742108
0.5027175328111083,-0.002954794802995941,0.20271753272877896,-0.08638810827890905
0.32779458684549057,-5.402404331217977e-05,0.02779459217625152,-0.003134070115422013
-0.3958188855399957,-0.0028816032516041207,0.0,0.00036017642030471706
0.5541479575902667,-0.0018026291949321419,0.254147957890848,-0.04739460227315634
-0.2789415283872517,-0.00036787672423909946,0.0009850097767740073,-0.0006243066022696756
-0.6818625387092344,0.003308029886683392,0.0,0.011187292489485957
0.5911391080112781,0.0010536966013448312,0.29113910851720176,0.014067853340427114
0.5141595573197486,0.000389295538493481,0.21415955739834977,0.00443920738576909
0.5704499255236279,0.0069418797570404275,0.27044992591470407,-0.05767620168360623
-0.6957587382855512,0.00019442693151286038,0.0,0.015294620943993541
-0.6384653875959281,-0.0016484061943892667,0.0001123745633305892,0.0005654205724588939
0.19569235716321465,-0.00010191817027639801,0.0,0.0017291125255891322
-0.5774948154449967,-0.0003802833667237833,2.1143365868022182e-05,0.0035639114448986708
-0.03135521512232681,0.00011448177954888892,0.0,0.005667077060741998
0.5666551234206898,-0.0011062395193715097,0.2666551237906934,-0.032186396210679126
0.6182272950318174,-0.06958875408530427,0.3802679221704729,-0.0028871500059507163
0.34279666337458886,0.001551545842734178,0.04279666328731137,0.009895801940073778
0.45661421942543917,0.0002820064765638713,0.15661422718595228,-0.002949491264501929
-0.07951259344033856,-0.003386493631528183,0.0,-0.009644104719276658
0.22755614361826038,0.0001229836198305383,0.0,0.006832848360667521
-0.11657278830002286,-0.0001362844721591428,0.0,0.005618448075978967
-0.5131169705149913,5.755041053774108e-05,0.0009239121762966213,0.0028657979979516647
0.0516385655350253,0.0003399255695977757,0.0,-0.0019679349081003225
-0.9962343818050842,0.0017788528993614781,0.02927435364932999,0.09517914885118053
0.4259505781886788,-0.004258473057456244,0.12595057818029828,-0.03105082394893937
0.3192511568499842,0.023468431783817415,0.019251156785093138,-0.00857460150329319
-0.08474030394108761,-6.53145266932752e-05,0.0,-0.0010067200175192278
-0.520847214157825,-2.5593474604830395e-05,0.0001420911425136439,0.001631369228757179
0.2605356484662489,-0.0003119975378048556,0.0,-0.013126773023429152
0.6016285979939734,-0.025772198535792424,0.3016285985581244,-0.0033123248528345007
-0.8858394767831647,-0.00019576482618690618,0.0,-0.020145640845632598
-0.49148465560829413,4.6958341447728646e-05,0.0,0.013323961722880943
0.4289176737649425,-0.003666171472706107,0.12891767387605776,-0.0357669534747907
0.05570433262107528,0.002766170921818998,0.0,0.0030960230168922583
0.28568090163123216,0.00013532710105985956,0.0,-0.00012263418865073486
0.07057156451189837,-5.249325375695853e-05,0.0,0.011690998471876421
-0.0906859718735947,0.0005737582802730893,0.0,0.006395880990743858
0.020889504186132033,0.0030700433731180804,2.7478421681648014e-05,0.009056987492123714
0.18968306573731392,0.006875022333643326,0.0,0.0014711894339743097
-0.17089628042773317,0.0013316696322771973,0.020511232319849103,0.010945755448079988
0.5818406483183094,0.0061693741189574065,0.2818406487726158,0.03155505099372125
0.585637020140089,0.03304549118003634,0.28563702061546975,-0.05427980556647862
0.5884724177184586,-0.00018393347361238277,0.28847241820959935,7.618349002184077e-05
0.6521696068236416,-0.001289616184370699,0.30399290387524164,-0.10674256293280086
0.465799952189016,0.00046092607150565785,0.16579995495620722,-0.015756360893095005
0.08223791481184725,5.050217450790832e-05,0.0,-0.0003921306022538364
0.558761375847599,5.3762214608180515e-05,0.2587613761737921,0.004387369754777888
0.5620764416011567,1.3872238856779543e-05,0.2620764419457462,-0.017144126115783833
0.30897794784357074,-0.0004950709628697844,0.008977947413954598,-0.004219668760745214
-0.9864892381049342,-0.0005683533207083762,0.0,0.05916604774535848
-0.65023991763203,-0.0014692486625699226,0.00029737470349325046,0.010164207558601607
0.5068768465109086,6.196379753074514e-06,0.20687684654908153,0.002612570597644759
0.18254223261013275,-0.0010967901544514302,0.0,-0.007843075250356603
-0.39541558879154853,-0.000297060076020806,0.0,-0.001005130209313124
0.15576984893065454,-0.0005988358725135097,0.0,-0.0014795564211984133
-0.5132665140233309,-0.00025459250354988125,0.0003209024847391298,0.005563457335265398
-0.5699888304776097,-0.0028138797624491954,0.0,0.03832870835609926
-0.7918355425127054,-0.00016545577765266915,0.0014825100779138514,0.02526720031266285
0.033972325761900735,-0.0010169695006302603,0.0,-0.004034659699663878
-0.8665058745307649,0.01057513058677734,0.006067274210267504,0.004291142682480227
0.6051803254826412,-0.0007580020858575443,0.30601045863761,-0.02172808330616593
0.5369924622436982,0.0013906114282563461,0.23699246244904867,-0.00963310233683063
0.11126034640370117,0.0017072190064165481,0.0,-0.00695942627804836
-0.5480426613838398,-1.0532859530448979e-05,0.0,0.005003685042965669
-0.859947013072074,0.05797789181507576,0.0,0.0045118644695570035
-0.8303510233065224,-2.9645563926428888e-05,0.0,-0.023391065041311047
-0.29830919715344356,-0.0004845854598144959,0.0,0.0021239497957083425
0.5921871108278839,-0.06002706393201969,0.29609385062923194,0.046366816317874426
0.6059093250854796,-0.03754228956048655,0.3059093256733934,-0.04611971245445672
0.4936719923881754,0.002327095097092984,0.19367199249537678,-0.010319986096944251
0.3136443285723736,-0.0009091941097459514,0.013644332099646177,0.0024784703022450423
-0.3529156519833664,0.001341218347144632,0.0,-0.0032276492720786612
-0.7355306715010952,-0.0002327536790545075,1.9079090958910622e-07,0.0035852160201412155
0.6412700880975848,-0.0006193836644387116,0.3412700888818023,-0.08271112896743908
0.4597219214614324,0.0003145821632994587,0.1597219288350494,0.010420849842826712
0.4548820001164398,0.00705024655572324,0.154882001510999,-0.022523711132077247
0.15195087550848896,-7.889421917552279e-06,0.0,0.0020398450395502266
-0.007840780673294214,-0.0002135979268525055,0.0,0.004776422376004245
-0.08171424375074204,-0.00011013146095564198,0.0,-0.00013385356218634497
-0.0056539776406315115,0.00027901419250892255,0.0,0.001060964899316066
-0.048292925388284134,-7.823513436215603e-05,0.0,-0.0028748007022765636
-0.04372609830407208,0.0005049546375909748,0.0,0.00014847425915107503
-0.003530751655400297,0.001842360164507013,0.002437404150736415,0.0037381060293552263
0.6154696381147483,0.000821206578951835,0.3154696312897783,0.02744861149720946
-0.9047827272397035,0.0010190565887398656,1.549010141536837e-05,0.05119268889915361
-0.12500186900465662,0.00020924894878702452,0.0,-0.002730579554662979
-0.7075625406825377,0.00043603189026131635,0.0,0.005426687788511212
-0.1342081493938476,3.488341403072561e-05,0.0,-0.010259245676502741
-0.12196474642345488,-0.00017012094610967057,0.01949469594433077,0.008808604454623312
0.020906874606708863,0.0030702237656836584,2.6995934262353578e-05,0.00906247867644719
0.547692461222349,-6.476580336745724e-06,0.2476924614871003,-0.006064599306431751
-0.1689681910203381,-0.00032017266031512373,0.0,0.007623848390502905
-0.10107946411900254,-0.0014009687608341759,0.0,-0.001001344908345063
0.4895993916698789,-0.00012649692257112554,0.18959939187952024,-0.004745474820786463
-0.933477585054634,-2.5356857605830026e-05,0.0,-0.003250497903877516
-0.27997696310744186,9.532586902837039e-06,0.0,0.0016819754146024711
-0.15756018261522128,-0.0021762428986521008,0.0,0.009773846623110548
0.316646466204242,0.00038830697033615744,0.016646479287799713,-0.004321801009129125
0.6246119797920944,-0.008628302288513164,0.3028939214211013,0.02142265438273837
0.07230813953384445,0.0006968100264715484,0.0,-0.010457767868811745
-0.5774814677663721,-0.00037960784840919046,1.9498298827597902e-05,0.0035620427034493566
0.22166822937755543,0.005576334441597046,0.0,0.004658539147840065
-0.7291240473888444,-0.004796149186318467,0.039689272900395645,0.029273133150255797
-0.8147124053452423,-0.0008365779346377186,0.0,-0.019277422022808136
0.41281876168681864,-5.776516765842424e-05,0.11281876549392611,0.00110167288086963
-0.8218040430209196,0.0011507672795129556,0.0,0.025257854551119268
0.5214368823644873,-0.00898011436270392,0.2214368824834859,0.005452023872518352
0.6422537964450129,0.00010031054360658045,0.3422537972347008,0.004866259042919609
0.46460437435321245,-3.503380907472331e-05,0.16460437595180272,0.0016777802160492779
0.3031316742914402,0.00016430140637913948,0.003131673901380573,0.0037156196005340607
0.44309431768128227,-0.0003506811529487067,0.14309431850696747,-0.019733384225853395
0.029397460486970256,3.557443872094797e-05,0.0,-0.00012247649118179126
0.5660048913368884,-0.00017340283695857294,0.26600489170329017,0.05184897241378687
0.6073175267944628,0.00046084868017060146,0.29945452087687424,-0.048081575711650976
-0.12073990333529316,-0.00024655663636740646,0.0,0.0021337582445889822
0.11416076519095925,8.435348715810164e-05,0.0,-0.0016044390862250267
0.2104610558363663,-5.814828935311569e-06,0.0,-0.002572397358964395
0.6209390344295378,-0.009815858765762667,0.3325430188324553,-0.02741364244304342
0.24556194996752853,3.3501886388124036e-05,0.0,-0.0015841931451799972
0.07328050068767875,8.160828431132445e-05,0.0,-0.010251096694671185
0.4740028644988746,0.0002178278614138306,0.17400286613357718,-0.0052026691535908
-0.6710167749442376,-3.690879601934722e-05,0.0,0.0030522966845118998
-0.3936541126627893,-1.4066205507152837e-05,0.010196387177570963,0.0014845252967311613
0.4920394705033068,0.00030320594450599704,0.19203947089935489,-0.011569082392440371
0.294893503794059,-0.0003398680559287596,0.0,0.0029765958213628456
0.29408818662038044,-9.850992212237037e-05,0.0,0.005357705428165346
0.10292508870679529,0.00012093778681884114,0.0,-0.0003445704838978688
0.4308304649717574,0.0003354271653566332,0.130830471993523,0.001154074684334297
0.32842808860233424,3.537062355384681e-06,0.028428102130724633,0.0007544331019741907
0.6344912020636381,0.00011682124893862239,0.3344912028102127,0.0018163613840193197
-0.17364735430804684,-0.00010780126161661201,0.0,-0.0020462909843744046
0.5487760634895971,-0.007370051333823383,0.24877606376035544,-0.03911151916192394
0.0541406676458536,-0.0014371318797609782,0.0,-0.00488212430776133
-0.36123104178346105,0.00017779827454726546,0.0,0.0010233618028732939
-0.12709092017889592,-3.392287953508664e-05,0.0,-0.0011248307475214942
0.33945709470670654,-0.0014869503868305686,0.03945709630586546,-0.022182615472760236
0.5019450771894618,0.00018575742830386405,0.20194507729806102,-0.012890543832644317
-0.19210743971709143,-0.003927983858570158,9.165930812387269e-05,0.01054544994589848
0.47152656462051395,-0.0009942463493220544,0.5056065039624381,-0.12231722661295784
0.5780104769466166,-0.00614675477346554,0.2780104773796618,-0.01813805008801234
0.3403591227512164,-0.0015733436227131255,0.04035912278324083,-0.006843087385209036
0.5983090771046673,0.003616006742905016,0.3010027659915897,-0.03123766969369566
-0.8658389584954097,3.346601201792001e-05,7.461826058126656e-05,0.003274982550200559
0.3200348730222541,0.00015243791749312111,0.020034881913983647,0.003612499294205382
0.06298752289110784,0.000565410428499986,0.0,0.0030021794402790305
-0.45720305948893897,-0.0016122201675836697,0.0,-0.0005775641256167956
0.4920700586813927,0.0003020466892325461,0.19207005907351477,-0.0115673434941541
0.5410889859969324,-0.007559973041472383,0.2410889862250214,-0.013654322239875314
0.47995820339575923,0.00012638398363291943,0.17995820633666487,-0.0012026580061850292
-0.2806670106152412,0.0015180202357265075,3.4019105308897217e-05,0.008108444628846842
0.41107243533276083,0.00017814191730239,0.11107244265897592,-0.02600455398582344
0.06958082624991124,0.008297206669757584,6.839265185176563e-05,0.009193943938292606
0.6107275476546622,0.0004071026329749289,0.310727548269324,-0.046063639347480916
-0.6538783555462989,-0.0007604200283444608,0.0017143034280127413,-0.0032827123338457016
-0.5114200212183275,0.002998352677469262,0.0,0.014372169921837676
0.34362520322220425,0.008671248639505486,0.04362520676149017,-0.027163659207488023
0.3170727876162304,0.00042933382705093805,0.01707279977111107,-0.0042947526009216586
0.4320621935392954,-0.0001998129010557698,0.13206219664697594,0.00281580034269759
0.5531530106834948,-0.00011280760508639052,0.25315301097854215,0.01708726477532987
0.5121918125768786,-0.007438730986597458,0.21219181264861256,-0.03420924013009515
0.12907909659756395,1.9786883494640284e-05,0.0,0.00015411351677112447
-0.08469669075964113,-6.656800723159768e-05,0.0,-0.001024721602590488
0.5729295903929981,-0.00024904162037527044,0.27292959079784174,0.04920565915211214
-0.07515677156575402,-0.00015928063516258505,0.0,-0.0002630412241941085
-0.33793313389839646,0.0001244079499340485,0.0,0.0034997448797616107
-0.4181759010982246,1.7297254833037803e-05,0.0,0.00234230403801537
0.19208602155207932,1.4097248557785523e-05,0.0,0.005613852202246179
0.5337902086570759,6.505773403967877e-06,0.2337902088446447,-0.01312473031934047
0.5745597476452973,-0.00047986755829517683,0.27455974805918176,-0.026153165809650273
0.33415098476873567,-0.0004327928900202771,0.03415098462290283,-0.013220924455411592
-0.35289846149055926,0.0013409917282475009,0.0,-0.0032281241432419766
0.4277972704145022,0.0001851492390638907,0.1277972758890414,0.004959466094614311
0.5181477124762421,0.00028490503830828044,0.21814771257697937,0.009227296041247857
0.5158461123438112,-0.0013080659385637618,0.21584611243177226,-0.028425144493306704
0.6103628146491382,0.0009183764536248539,0.3103628152617704,-0.026574127826258103
0.07532692206359522,0.0008669819032738326,0.0,-0.002933727686039468
0.4313333142643384,0.00015068603865522236,0.13133331767343903,-0.00292032387998933
0.6041621151182873,0.003282856612372541,0.30416211569650414,-0.03325722908013419
0.32003236473284874,0.00015223311643591063,0.02003237364284965,0.003613607756591467
0.3965130148179323,0.0010450728029777815,0.09651301635407594,-0.029015902510148076
-0.4945490170317829,-0.00022921044172013137,0.0,-0.0019889951197344055
0.24062238026288812,0.003408256484253072,0.0,0.0025671685642568807
0.021787076021762965,-1.5114051048742947e-05,0.0,0.008386213042148677
-0.1249065006399252,-9.434560026588532e-05,0.0,-0.004443905397684398
0.43644615649059637,0.00022861644101473678,0.1364461563235702,0.008836442204261958
0.4999844901844239,-1.2212453270876722e-07,0.19998449018433784,7.405187574249794e-06
0.24699537456661666,0.00011825584794349123,0.0,-0.007120343575679501
-0.8695977975760752,-3.487661030487257e-05,0.02108362725860057,-0.018408487596099653
-0.3373583375754879,-0.0010119445457830271,0.00014940545902350966,8.202801707783011e-05
-0.6888023425574804,0.0026519195723473574,1.263124010100519e-05,0.017895634824168404
0.3449825183143933,-8.158990190720671e-05,0.04498252776507157,-0.0038978874289908702
0.49937514759871027,-0.0002942940266594492,0.19937514762484365,-0.00817171104962005
0.5402145490197742,0.002189510384994607,0.2402145492430092,-0.0087521407136422
0.41518555799231666,1.739882623878171e-05,0.11518557420333617,8.204400829148629e-05
-0.12697594426556216,0.0003116317295724603,0.0,0.014508383659723454
0.38430183859317324,0.0030051305187760906,0.08430184134358991,0.002736030995956413
0.41281865893600267,-5.777575346870077e-05,0.11281866274359122,0.0011013304155028886
0.36018829265009256,0.0038346791713118346,0.060188292554872055,-0.0212714407714141
0.2848675437678974,2.8522017121107655e-05,0.03889245205012266,-0.010837818345581247
-0.8791519083146153,0.04401016310474253,0.0,0.13161552575886484
0.4444011417179195,-0.010311809887736736,0.14440114169049362,-0.025775548273252874
0.5797584143549772,-1.9748900425460838e-05,0.2769813633664176,0.0009020887409241524
0.30998301213308754,0.0001501808763250841,0.009983021858352436,0.01780304635249212
0.5476916866204528,1.2675485631574921e-05,0.2476916868851982,-0.006049166665114807
,,,
-0.6272922111335753,-0.00019518645988413248,0.0,-0.011076144443802761
0.4279234409290952,0.010020634151005403,0.12792344088598032,-0.028853365825091383
0.6223320025433378,0.001274033876554299,0.32233200322241917,-0.053663203582524875
-0.16952040571300359,-0.0008172419999982254,0.0,0.0026025328774917996
0.6168354596803881,-0.0006953419849599019,0.3168354603289357,-0.011766425093470936
0.5390047957349671,-0.002047714470463723,0.23900479584575052,-0.05277853384098536
0.6374254064256479,0.011366258822288661,0.33742543962347105,-0.22993856191444514
-0.16864108350961438,-0.00031612424355835684,0.0,0.007654478602903927
-0.9748684694361736,-0.0010459902117714798,0.012372809085140966,0.11740084625526698
0.394368619491264,1.5495463235320166e-05,0.09436864452189608,-0.0013853793098592064
0.5300303350609498,-0.001012277792874848,0.23003033522765567,-0.034960494625465764
-0.519614843203249,-0.00014340797838849014,0.0,-0.004184241487804901
0.39132734629839583,0.00017177165528691903,0.09132736162486696,-0.010359744289787256
0.25652226550613233,0.0007373802692673177,0.0,0.0016504824751480693
-0.6978233745649557,3.469893424293969e-05,0.0006990475746681687,0.011487341299851156
0.3485040393176032,4.9970144201492406e-05,0.048504049422414236,7.619380482623323e-06
0.5031817426845244,0.00020715841173466403,0.203181742702187,0.009983810489212621
0.5986533855084467,0.0010534921344375805,0.295627401626359,-0.0592490301931428
0.6452868169417356,-0.00859519334098031,0.30830707731641327,-0.016736949629666955
0.436431318644465,0.00023093790044521138,0.13643131847774018,0.008846873734358293
-0.4275528376567307,-0.0001637329075083937,0.0,0.00871051733507178
-0.7384220102207343,-0.0002115540360234572,0.0027392146930584936,0.0035760969619091725
-0.04629681356285453,-9.584406872241693e-05,6.0891584247352406e-05,-0.0012852409431240118
0.3790191422704644,0.0017439621299795388,0.07901914278828419,0.007274262249982962
-0.8083931016003866,-0.0032767846361560155,0.0,0.018028303496546615
-0.6938855652248421,0.0012538054658516504,0.0,0.05748918343796181
0.3283559445789301,4.230581476359884e-06,0.02835595808675483,0.0007420566780024407
0.6334635723068516,0.00027895909885974635,0.34604580120498296,-0.09038965031314342
0.5821759033624083,-0.00020036747222099843,0.2821759038185983,-0.0005787236565425373
-0.7633117936501929,-7.677733461738213e-05,0.0,0.02542282077236704
0.2948343388478744,-0.00012495738012308457,0.0,0.0048892177816291255
0.5578497328128892,-0.003065694013115091,0.2578497331340192,-0.009634019971358961
0.5085961572242961,7.182254300923437e-05,0.20859615727201405,-0.0047625671761590245
-0.5947477179916169,0.000516104229790941,0.0,-0.015597373953785226
-0.49989323717302814,0.0007648736125248426,0.0,0.0005457953970027045
0.4474680560013485,0.0004481780972246353,0.5375956067007314,-0.07367065564441944
-0.6554810443640675,-0.006845057979655541,0.0,-0.0022892165962326697
0.3815144305083212,-9.952250206237838e-05,0.08151444138796385,-0.006668273994669482
0.18373233098504393,0.0010158219375069996,0.0,-0.005697626303018434
0.2478992099565598,0.00045800317975069806,0.0,0.0007813182977994755
-0.7721498433870849,0.0005577804164660047,0.0,-0.03545816065353982
-0.9377402126422253,-0.0001597376667649211,0.0,-0.006965324752766222
-0.40011627759475654,0.00665268288458433,0.012578123984429349,0.01849941254671694
0.502811135515342,-0.002968525385797871,0.20281113543294535,-0.08645488904035457
0.04388083391721049,1.916705466186872e-05,0.0,-0.001814889622211588
0.5652910768553564,0.00013019982448342956,0.26529107721780193,-0.006922167461459776
0.6491569167836185,0.0026148787586445965,0.34528172993937095,-0.08291779759770875
-0.286430335291862,-0.0008929761288265178,0.0,0.007211447690293122
0.42792241867249914,0.010020687855966139,0.12792241862937695,-0.02885121506141775
0.5964005907815833,-0.00012594700679541637,0.29640059131671354,-0.04075079892420764
-0.1920974036158092,-0.003928270081711837,8.525830047425976e-05,0.010543703645524267
-0.7986491152636749,1.895895551912152e-05,1.956057090854755e-07,0.012099623595096198
0.08601200333667351,0.0040465003823177284,0.0,0.008046659538431365
0.021779588461408494,-1.4658740408587911e-05,0.0,0.008386089634259731
0.3583437792795243,0.00019126624493024915,0.058343779662425564,-0.017595036191849957
-0.30054433218220455,-0.0017698781815805253,5.534377061563062e-07,-0.023196216970172837
0.3436273990828489,0.008670919957175874,0.04362740262192748,-0.02716431507611731
0.3276571612298167,-5.147859424723528e-05,0.027657166499818538,-0.0030354186480816836
0.030862027531106402,0.0001568331769630879,0.0,-0.0010464392894409126
0.39405958196177937,-9.073382730783548e-05,0.09405958698695387,-0.006082975578355203
0.5396179575412046,0.0018511877586659346,0.2396179577611294,-0.02459243282465555
-0.1774027763994747,-9.680202077561583e-05,0.0,0.009142167505743225
-0.17376238973009556,-0.00010352946823341862,0.0,-0.0021632011762608913
-0.6110807416643199,-0.0017374388783316967,2.7787874486099883e-05,-0.0004391739419215261
0.3941161107782256,0.0004437462490603897,0.09411611128196606,-0.012113173608873753
-0.16042360829072574,5.456197333187294e-06,0.0,-0.0015130393243358662
0.3768973894728563,-5.733184178071281e-05,0.07689739880371849,0.0033509062777061166
0.6225207469260174,0.000117880487030932,0.32252074760607424,-0.04128333657337966
-0.1852667042144494,-0.0004901956974216806,0.001129715530139076,-0.008347182267619921
0.32849379870017836,2.7413972422624698e-06,0.02849381220754348,0.0007624584025160207
0.5658333066975968,-0.0004194800984158336,0.2658333070630456,-0.022560679796408745
0.4909716468071671,0.00809814697333284,0.19097164684687254,-0.02084774398385353
-0.8449541168776907,-3.444970788015982e-05,0.001378308072634176,-0.019981477631504912
-0.958570355954748,0.002781323850087443,0.003115240488563386,0.039824221072612874
-0.2160065846404212,9.923859860987644e-05,0.0,-0.0014985109702907646
-0.45605974767611657,-0.00121922205734188,0.0,-0.006992236684774753
0.4579707125647682,1.1361540414158198e-06,0.15797071643829141,0.0038098349884454507
-0.9185166360872038,0.03745368075029324,0.02791384654063035,-0.00045043735574806565
0.48625844934589296,-0.0007637958519042527,0.18625844937944677,-0.005477275597456645
-0.5065336287034592,-0.003517372701629673,5.821267337029125e-05,0.020030238150762193
0.47747848141617694,0.00014025281393851554,0.1774784830420576,-0.01261302725831736
0.23217176537162876,0.0005894105865500685,0.0,0.00034100688326330433
-0.06996439132830023,0.022950513765612156,0.0,0.01528027699844304
0.6182561778365635,0.0005278540527157451,0.3725692115734053,-0.060239303884446434
0.3311664420909262,0.0035049863585631122,0.03116644361102447,0.003921063207205265
0.34035496971224105,0.0001336294393401343,0.04035499054407189,0.002560753486681596
0.3889656525134205,7.436363644999059e-05,0.08896566555393588,-0.0004152874808391145
-0.6687071766292544,-0.00012156481405609855,0.0,-0.0019062566513619636
0.3744124097709159,2.2260807101763698e-05,0.07441243184326767,0.0009615562577544067
-0.21597952534715992,9.68883841728877e-05,0.0,-0.001497446429772141
-0.08406494464622295,-4.3529560204461713e-05,0.0,0.0022112646004816107
0.07231838435001314,0.0006969163968978986,0.0,-0.010456853815768394
-0.5615356941869829,0.0004995180098353037,0.0,-0.01362837465603984
-0.25483989676723307,-0.0001588962320911481,0.0,-0.0028254567459892466
-0.3406015476493612,-0.0009543177202178918,0.0008826024618908318,0.00212688453953397
0.31361442857796834,0.00785714538937936,0.013614428336235404,0.003311440468627198
0.6336214842025039,0.01586694173443454,0.33362148494425364,-0.12734965371570553
-0.0035276192847853755,0.001842285734533443,0.0024354977773607444,0.0037380807585254586
0.06032699053063518,-0.0011699391059216723,0.0,-0.0037882960521059875
0.4359716583877495,0.00014581978532339612,0.13597167146865768,-0.0021236697505662397
0.5185914413591292,7.016873606607338e-06,0.21859144146233506,-0.003115836502914279
0.2553753096656249,-0.002475979412799795,0.0,-0.0019208333787222832
-0.49731947871172066,3.251774797879957e-05,0.0,0.008237058882842877
-0.20864947855935023,-0.0018130188501449904,0.0023365641135563555,-0.007673196383267426
0.5776548690441351,0.0003003368145125292,0.2760315252865428,-0.0011605230890487628
0.3096889692430303,5.5931701511910916e-05,0.009689011255415424,0.007310342508781312
0.6011767031736707,-0.028358353148025546,0.30117670373531397,-0.011740685761842777
-0.885909316839501,-0.006337885621363713,0.07104469904223065,0.010372099334837643
-0.6956808023206542,0.00020366099662954626,0.0,0.015297399634863495
0.512561357456529,-1.2671749369546895e-05,0.21256135752625588,-0.009504471163193338
0.4936995158955575,0.0023216836640799023,0.19369951600163232,-0.010322176863614432
-0.0731317000803321,2.0187996499439892e-05,0.0,0.0022268333993331556
0.4822992484518929,0.007211891767995903,0.1822992487880203,0.03672393263208442
0.5181730396195301,-0.001410267476814753,0.21817303972040897,0.021709369755774383
0.5819020104151089,0.00048334026469655007,0.28190201086976246,-0.022922092248956506
0.5741091396184587,-9.099537395678614e-05,0.2741091400298498,-0.031087327042839
-0.5351608045155986,-0.0005723232500805359,0.0,-0.007167460491029729
0.5968314195303667,-0.006069149840822155,0.29683142006789015,-0.036193679075596744
-0.8847377651798464,-4.129584736475403e-06,0.0,-0.022841178638287003
