,,a,a,a,a,b,b,b,b,m,m,m,m,kappa,kappa,kappa,kappa,mse_penalized,mse_penalized,mse_penalized,mse_penalized
,,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count
lambda_b,lambda_k,,,,,,,,,,,,,,,,,,,,
0.01,0.0,0.5184281171375604,0.49680443194569296,0.16586177360589752,27,0.0003418260815811,0.000345908382271889,0.0017146070027879525,27,0.3076315041931102,0.3289910189365879,0.16585367623442082,27,-0.5830248087138707,-0.6060179179965838,0.055149819099833,27,0.9996161480792364,0.9996152582668847,3.556449284115714e-06,27
0.01,0.01,0.5216763037211665,0.48197719750222534,0.1644741306070082,24,-0.00293416120014625,-0.061128154004411184,0.20653401698497603,24,0.2399733126344693,0.28701282811781736,0.1770520126933459,24,-0.0208540234749004,0.01972704123014264,0.1377913151542212,24,0.9997070518205833,1.0821050455265606,0.29936632180445255,24
0.1,0.0,0.3687541598246189,0.4078722079791903,0.21459065493115465,23,3.40514963999937e-05,-0.048658621146159556,0.2336734928532554,23,0.4358022639992913,0.4105546770352407,0.2118581180244262,23,-0.5827875716418491,-0.5570813219623584,0.2429434911645793,23,0.9996161485105596,1.0262824707975178,0.12789263298240863,23
