strategy,params,mse_train,mse_val,mse_global
PCA_single,"[0.9246443436899854, -0.0345088649608689, 0.0, 6.0, 0.0, 24.0, 0.043168167371853555]",1.4072168154798366,2.1448746725766017,1.637734895822576
