,0
phi_mean,0.22515577956989252
phi_std,1.6658794949198115
refi_mean,1.1686558153949016e-17
refi_std,1.0
euribor_mean,3.700743415417188e-17
euribor_std,1.0
corr_refi_euribor,0.987610811638088
corr_phi_refi,0.32708492359963465
corr_phi_euribor,0.05783984843820226
