,0
T,1607
K,5
k_nn,3
use_normalized_laplacian,False
kappa_grid_best,-0.5249999999999999
mse_grid_best,3.2499560064623485
joint_success,True
params_joint,"[0.16861105687382494, -0.8257165286006747, 0.47489803864477775, 0.09543738347213239]"
mse_joint,0.9996629670893454
