kappa,mse
-1.0,100.65475670999622
-0.975,100.64066971230059
-0.95,100.62985734194135
-0.925,100.60983568957738
-0.9,100.57809091689217
-0.875,100.53514763603089
-0.85,100.46127163452097
-0.825,82.67825094816517
-0.8,82.19528923719655
-0.775,81.90129658111877
-0.75,81.6631134800406
-0.725,81.4676661418297
-0.7,81.28143045877097
-0.675,81.10528955694144
-0.6499999999999999,80.88235180483669
-0.625,80.60070069557715
-0.6,80.20451284086802
-0.575,40.75746381232201
-0.55,39.85653435411652
-0.5249999999999999,3.2499560064623485
-0.5,4.084948458800073
-0.475,4.31128951487619
-0.44999999999999996,4.311292235993435
-0.42499999999999993,4.311292380075361
-0.3999999999999999,4.311290820264821
-0.375,4.311288152609809
-0.35,4.311284848444181
-0.32499999999999996,4.311281299770867
-0.29999999999999993,4.311277832089072
-0.2749999999999999,4.311274704761075
-0.25,4.311272102052256
-0.22499999999999998,4.311270107955945
-0.19999999999999996,4.311268646712668
-0.17499999999999993,4.311267352026292
-0.1499999999999999,4.311265287680704
-0.125,4.311260340593234
-0.09999999999999998,4.311247796620711
-0.07499999999999996,4.311216440836351
-0.04999999999999993,4.311135057622145
-0.02499999999999991,4.3108876151714615
0.0,4.309721480840296
0.025000000000000133,6.037642189505148
0.050000000000000044,7.80576839365751
0.07499999999999996,10.70547883125306
0.10000000000000009,12.849321855701996
0.125,14.980524806289427
0.15000000000000013,17.103779165048962
0.17500000000000004,21.02766951827602
0.20000000000000018,22.54491562761259
0.2250000000000001,23.51993069912504
0.25,24.269670294747968
0.27500000000000013,24.61269671876279
0.30000000000000004,24.403866295187992
0.3250000000000002,63.55016244823032
0.3500000000000001,66.25171001026868
0.375,66.59071887733514
0.40000000000000013,64.57867309330025
0.42500000000000004,66.0541511683774
0.4500000000000002,66.73401276305951
0.4750000000000001,64.28569513737824
0.5,67.23857760388904
0.5250000000000001,86.05220317205541
0.55,67.65427844584757
0.5750000000000002,98.45525469339276
0.6000000000000001,68.95073494659606
0.625,65.75599097429074
0.6500000000000001,71.17503294882249
0.675,71.2164321345038
0.7000000000000002,100.09764394028772
0.7250000000000001,83.01669311011743
0.75,100.20816922626986
0.7750000000000001,73.59271081708116
0.8,100.68491955883997
0.8250000000000002,68.40418874437525
0.8500000000000001,100.80526516721372
0.875,83.33256027603512
0.9000000000000001,68.05390495144329
0.925,99.09800436814851
0.9500000000000002,70.5422812438887
0.9750000000000001,72.06012883564534
1.0,74.9462795325465
