laplacian,node_index,node_name,mse_node,corr_node
L_comb,0,HSI,0.999866952993575,0.0167998891324361
L_comb,1,SSE,0.9995210514430607,0.02197408566252425
L_comb,2,SZ,0.9997438625074422,0.017135050851639518
L_sym,0,HSI,1.1523670066046408,-0.003497880679763301
L_sym,1,SSE,1.3591817514625701,0.006610527210438029
L_sym,2,SZ,1.210719166837727,0.0071497325638357695
