^GSPC,^FCHI,^GDAXI,^FTSE,^N225
0.506402131676619,0.8270107029679672,0.8858839363345248,0.34462904818057905,0.6431840425180577
0.19250586313095527,0.7620268271705749,0.3702856021858412,0.08020681673717056,0.40662008111381026
-0.12370186166346062,-0.2955337608282737,-0.6387197863605147,0.21107235503731978,-0.22149268868594454
0.5063928127917666,-0.25071316436306396,-0.48882918371203776,0.17275705354190074,-0.2730461457296269
0.484507547947322,0.4010621578491008,0.23162232442493816,0.1882715742196731,-0.2060517111021187
-0.31127998189771894,-0.06221401681642345,-0.012584457129505143,-0.28009188136612784,0.9236060683584214
0.6896352194439349,-0.3043787268533917,-0.3936142208286642,-0.3765212072972483,-0.2894440446466125
-0.16286824782947956,-0.002756783103095314,0.562213052937544,-0.3029126165616263,-0.3588899920152032
0.30209540427297177,0.4466590245443952,0.8856604912847095,0.3627798306975488,0.11741980097177086
0.585938566917326,0.20961401958780973,0.15160558765243837,-0.19210883852045424,0.0013725451947914596
0.13113681218238796,-0.11262543210975474,0.541051311264787,0.19802429857397727,0.9480534307681832
-0.08082237497356319,-0.598953983084719,-0.8698117321115925,-1.0927528353981877,-0.6030540754632657
0.009369939031251046,-0.21917170324308616,-0.7094776727872625,-0.3459408908518719,-0.8884060241913733
0.875876205930783,0.6843310363360297,0.22791748132513398,0.6131745889011838,-0.14542443171930614
-0.5613996393149312,-0.12491758975196825,-0.11341730111959006,0.07096686568570672,-0.03308711026281165
-0.8875386436363902,-0.7134524032060424,-0.7764090663384633,-1.0401609300127548,-1.1145011992390839
0.0005589055038837733,0.10446032140541044,-0.06967719642943977,-0.6849224917730403,-0.6576039026121101
-0.08766227677673617,-0.41716314103114915,-1.1410554423060166,-0.5480813436616704,1.2366235316239438
-1.7004246509209,-1.3447752878093429,-1.3620279187199358,-0.5995917482823366,-0.7105958601781386
-3.283510994024892,-1.208691097257102,-0.6268513519231096,-1.393230486370668,-1.9785423160422453
1.3040351186592634,-1.9218027339319868,-1.879895328847698,-2.5376875454016448,-3.6926519986020914
-0.42636406804108046,1.4356975081857275,1.2318394214095865,1.8103708121427693,0.09812421524096028
-3.005503995414692,-1.62352508945004,-2.121850497612705,-1.4287452327044905,0.8295305042503104
1.112806030082222,-1.1528111653357362,-1.0122882644926716,-1.0435171236159784,-1.8047602844457045
1.2371312498262206,0.4583984346745139,0.5590244975982227,1.001489799458539,-0.5152955044833739
0.9954891587325375,0.860732027726997,0.8993752938811898,0.6029579114531209,-0.34842251620744685
0.8933490548990914,0.8703668677903583,0.024571500520788176,0.269634724217635,1.0801755718213544
-0.008398961227661974,0.8880842004120206,0.6544538345179653,0.7781082398273585,0.8707915063363109
-0.4918709690290227,0.11076988456172047,0.2076024621473234,-0.6274162143898147,0.686288946494884
