,0
phi_mean,0.22515577956989252
phi_std,1.6484352498716492
refi_mean,0.0
refi_std,0.9895285072531597
euribor_mean,3.700743415417188e-17
euribor_std,0.9895285072531598
corr_refi_euribor,0.9876396202448061
