tau,phi_data,phi_sim_v3
0.0,0.6028238917084621,0.6028238917084621
0.001001001001001001,0.597337055164298,0.5962956153998957
0.002002002002002002,0.5918502186201341,0.588806939213914
0.003003003003003003,0.58636338207597,0.5812627355493
0.004004004004004004,0.5808765455318061,0.5740891295864685
0.005005005005005005,0.5753897089876421,0.566695014941888
0.006006006006006006,0.5699028724434781,0.5604782802142408
0.007007007007007007,0.5644160358993141,0.554079539690184
0.008008008008008008,0.5589291993551502,0.5476588771146323
0.009009009009009009,0.5534423628109861,0.5416314677357913
0.01001001001001001,0.5479555262668222,0.5348541996534636
0.011011011011011011,0.5424686897226582,0.5278671393753123
0.012012012012012012,0.5369818531784942,0.5216437288446091
0.013013013013013013,0.5314950166343302,0.5154799105668902
0.014014014014014014,0.5260081800901663,0.508914038224581
0.015015015015015015,0.5205213435460022,0.5029963818084024
0.016016016016016016,0.5150345070018383,0.49753298104632276
0.017017017017017015,0.5095476704576742,0.49131530063168805
0.018018018018018018,0.5040608339135103,0.4854703309455957
0.01901901901901902,0.49857399736934627,0.4797570114362783
0.02002002002002002,0.4930871608251823,0.4741704880098677
0.02102102102102102,0.4876003242810183,0.4688709870313456
0.022022022022022022,0.4821134877368543,0.4634577209722163
0.023023023023023025,0.4766266511926903,0.45844148603353607
0.024024024024024024,0.47113981464852633,0.4525819300533851
0.025025025025025023,0.46565297810436235,0.446931326131621
0.026026026026026026,0.46016614156019836,0.4418771925984606
0.02702702702702703,0.4546793050160344,0.43636781398836144
0.028028028028028028,0.4491924684718704,0.43087684419170874
0.029029029029029027,0.4437056319277064,0.42566245450768125
0.03003003003003003,0.4382187953835424,0.42067361064098496
0.031031031031031032,0.43273195883937843,0.41539732353319053
0.03203203203203203,0.4272451222952144,0.4106307884823969
0.03303303303303303,0.42175828575105045,0.4062466313945146
0.03403403403403403,0.41627144920688647,0.4006180330373609
0.035035035035035036,0.4107846126627225,0.3948518971397726
0.036036036036036036,0.40529777611855844,0.3903984652357565
0.037037037037037035,0.3998109395743945,0.38536511334329643
0.03803803803803804,0.39432410303023047,0.3813137488803807
0.03903903903903904,0.3888372664860665,0.3778891580685025
0.04004004004004004,0.3833504299419025,0.37327435712289647
0.04104104104104104,0.37786359339773856,0.3686162921492674
0.04204204204204204,0.3723767568535745,0.3641684395721932
0.043043043043043044,0.3668899203094106,0.35989222009461397
0.044044044044044044,0.36140308376524655,0.35553385400959897
0.04504504504504504,0.35591624722108256,0.3508769702024706
0.04604604604604605,0.3504294106769186,0.3468153016742628
0.04704704704704705,0.3449425741327546,0.3418074055105021
0.04804804804804805,0.3394557375885906,0.3378465434430698
0.04904904904904905,0.33396890104442667,0.3338136760148577
0.050050050050050046,0.3284820645002627,0.330323382743013
0.05105105105105105,0.32299522795609864,0.32640694139703336
0.05205205205205205,0.31750839141193465,0.322669424886117
0.05305305305305305,0.31202155486777067,0.3183914369410416
0.05405405405405406,0.3065347183236066,0.3146234292537243
0.055055055055055056,0.3010478817794427,0.3111472748792035
0.056056056056056056,0.2955610452352787,0.3078128396588209
0.057057057057057055,0.2900742086911147,0.30414959232982197
0.058058058058058054,0.28458737214695073,0.3011303568585159
0.05905905905905906,0.2791005356027867,0.29802078062386683
0.06006006006006006,0.27361369905862276,0.29416039537797034
0.06106106106106106,0.2681268625144588,0.2896039925443455
0.062062062062062065,0.26264002597029473,0.2856628860211804
0.06306306306306306,0.2571531894261308,0.2822461351778278
0.06406406406406406,0.25166635288196676,0.27890779190948206
0.06506506506506507,0.24617951633780277,0.2754245061175751
0.06606606606606606,0.24069267979363884,0.27193145729732465
0.06706706706706707,0.2352058432494748,0.2689178521307448
0.06806806806806806,0.22971900670531087,0.26543450420652664
0.06906906906906907,0.22423217016114683,0.2613636833514294
0.07007007007007007,0.21874533361698284,0.2580850705457276
0.07107107107107107,0.2132584970728189,0.25538928001189143
0.07207207207207207,0.20777166052865487,0.2519616533050584
0.07307307307307308,0.20228482398449082,0.24918494945483396
0.07407407407407407,0.1967979874403269,0.2464153842463743
0.07507507507507508,0.1913111508961629,0.24343729119846522
0.07607607607607608,0.18582431435199892,0.24066896600806958
0.07707707707707707,0.18033747780783493,0.23739157951267673
0.07807807807807808,0.1748506412636709,0.23455361996742052
0.07907907907907907,0.16936380471950696,0.23233879315738548
0.08008008008008008,0.16387696817534297,0.2295059818395675
0.08108108108108109,0.158390131631179,0.22628762216458936
0.08208208208208208,0.152903295087015,0.22415755347952057
0.08308308308308308,0.14741645854285096,0.2208977277064078
0.08408408408408408,0.14192962199868703,0.2189096857990014
0.08508508508508508,0.13644278545452304,0.21630886344852068
0.08608608608608609,0.13095594891035905,0.21395325070148755
0.08708708708708708,0.12546911236619507,0.21151798905659178
0.08808808808808809,0.11998227582203103,0.20897570150589542
0.0890890890890891,0.11449543927786704,0.20689679526339141
0.09009009009009009,0.10900860273370305,0.20437037519201934
0.09109109109109109,0.10394931189427917,0.2015716485864272
0.0920920920920921,0.10081397672618544,0.19915930860490624
0.09309309309309309,0.09767864155809178,0.19604412206075644
0.0940940940940941,0.09454330638999804,0.19362155474809872
0.09509509509509509,0.09140797122190437,0.19056217269862963
0.0960960960960961,0.08827263605381064,0.18827417178930547
0.0970970970970971,0.0851373008857169,0.18630217758629153
0.0980980980980981,0.08200196571762323,0.18431998297423643
0.0990990990990991,0.0788666305495295,0.18204134767906038
0.10010010010010009,0.07573129538143583,0.17874450937417047
0.1011011011011011,0.07259596021334211,0.17639722211795406
0.1021021021021021,0.06946062504524837,0.17479544303051286
0.1031031031031031,0.0663252898771547,0.17243767193808404
0.1041041041041041,0.06318995470906097,0.17058506312055977
0.10510510510510511,0.06005461954096724,0.168262836140065
0.1061061061061061,0.05691928437287357,0.1668870048671244
0.10710710710710711,0.053783949204779836,0.16402114777277557
0.10810810810810811,0.05064861403668611,0.16183858285864214
0.1091091091091091,0.04751327886859244,0.15973831584687823
0.11011011011011011,0.044377943700498704,0.15802739289027093
0.1111111111111111,0.04124260853240504,0.15614080919675752
0.11211211211211211,0.0381072733643113,0.15432893528142846
0.11311311311311312,0.03497193819621758,0.15153742736837722
0.11411411411411411,0.0318366030281239,0.15052675033982568
0.11511511511511512,0.028701267860030175,0.14879649458800548
0.11611611611611611,0.025565932691936508,0.14674624492926056
0.11711711711711711,0.02243059752384277,0.14554657733490695
0.11811811811811812,0.019295262355749035,0.1433378747590476
0.11911911911911911,0.016159927187655368,0.14175527820656886
0.12012012012012012,0.013024592019561632,0.14045928489329612
0.12112112112112113,0.009889256851467909,0.13908647615539443
0.12212212212212212,0.006753921683374242,0.13751491751267791
0.12312312312312312,0.003618586515280506,0.13582637659803512
0.12412412412412413,0.00048325134718676943,0.13378272484565032
0.12512512512512514,-0.002652083820906967,0.1323135579925901
0.12612612612612611,-0.0057874189890005645,0.13020014079127717
0.12712712712712712,-0.0089227541570943,0.12907138396316878
0.12812812812812813,-0.012058089325188023,0.1278756577964014
0.12912912912912913,-0.01519342449328176,0.12634904205834305
0.13013013013013014,-0.018328759661375496,0.12405100116754758
0.13113113113113112,-0.021464094829469094,0.1228298226570632
0.13213213213213212,-0.024599429997562844,0.12162072842683111
0.13313313313313313,-0.027734765165656566,0.11972240581891072
0.13413413413413414,-0.03087010033375029,0.1181208169455034
0.13513513513513514,-0.03400543550184404,0.11676901475183453
0.13613613613613612,-0.03714077066993762,0.1156608087202443
0.13713713713713713,-0.04027610583803137,0.11412671956139542
0.13813813813813813,-0.043411441006125095,0.11242411971733149
0.13913913913913914,-0.04654677617421882,0.11086898146172598
0.14014014014014015,-0.04968211134231257,0.10914474298811833
0.14114114114114115,-0.05281744651040629,0.10856162368880073
0.14214214214214213,-0.0559527816784999,0.10801090111283995
0.14314314314314314,-0.059088116846593625,0.10588213209602498
0.14414414414414414,-0.062223452014687375,0.10445242298804992
0.14514514514514515,-0.0653587871827811,0.10383765688847657
0.14614614614614616,-0.06849412235087482,0.10316422415597844
0.14714714714714713,-0.07162945751896843,0.10272910752732105
0.14814814814814814,-0.07476479268706215,0.10200991009671734
0.14914914914914915,-0.0779001278551559,0.10097530241792871
0.15015015015015015,-0.08103546302324963,0.0998890571260532
0.15115115115115116,-0.08417079819134335,0.09926008215564647
0.15215215215215216,-0.08730613335943704,0.09825316490574837
0.15315315315315314,-0.09044146852753071,0.09640367607787097
0.15415415415415415,-0.09357680369562443,0.09530948548999382
0.15515515515515516,-0.09671213886371816,0.0934408269634694
0.15615615615615616,-0.0998474740318119,0.092656908901731
0.15715715715715717,-0.10298280919990557,0.0916828484552047
0.15815815815815815,-0.10611814436799924,0.09052779063290678
0.15915915915915915,-0.10925347953609296,0.08955394102705785
0.16016016016016016,-0.11238881470418668,0.08777609459263842
0.16116116116116116,-0.11552414987228043,0.08651446620517607
0.16216216216216217,-0.1186594850403741,0.08523278052987616
0.16316316316316315,-0.12179482020846777,0.08424913727070449
0.16416416416416416,-0.12493015537656149,0.0831513807316306
0.16516516516516516,-0.12806549054465524,0.08222530346970178
0.16616616616616617,-0.13120082571274896,0.08132956144337933
0.16716716716716717,-0.13433616088084263,0.07978514841603197
0.16816816816816815,-0.1374714960489363,0.07832379561046832
0.16916916916916916,-0.14060683121703002,0.07784241804461187
0.17017017017017017,-0.14374216638512377,0.07656029557982844
0.17117117117117117,-0.14687750155321752,0.0755706906140306
0.17217217217217218,-0.1500128367213112,0.07498867320289349
0.17317317317317318,-0.1531481718894049,0.07395054881927929
