scenario,MSE_val
full_v3,0.8912688495314577
no_linear,1.2006446895088425
no_cubic,0.8912688495321
no_mem1,0.8912688495314577
no_mem2,0.8912688495314577
no_field,0.8912688495314577
no_noise,0.8944765772634008
