idx,tau,phi_data,h_tau
280,0.2802802802802803,0.007692099474808922,0.0
281,0.28128128128128127,0.013129162573179247,0.0
282,0.2822822822822823,0.01856622567155001,0.0
283,0.2832832832832833,0.024003288769920333,0.0
284,0.28428428428428426,0.029440351868290658,0.0
285,0.2852852852852853,0.03487741496666142,0.0
286,0.2862862862862863,0.04031447806503175,0.0
287,0.2872872872872873,0.045751541163402513,0.0
288,0.2882882882882883,0.05118860426177283,0.0
289,0.28928928928928926,0.05662566736014315,0.0
290,0.2902902902902903,0.06206273045851391,0.0
291,0.2912912912912913,0.06749979355688424,0.0
292,0.2922922922922923,0.07293685665525501,0.0
293,0.2932932932932933,0.07837391975362532,0.0
294,0.29429429429429427,0.08381098285199565,0.0
295,0.2952952952952953,0.08924804595036642,0.0
296,0.2962962962962963,0.09468510904873675,0.0
297,0.2972972972972973,0.1001221721471075,0.0
298,0.2982982982982983,0.10555923524547783,0.0
299,0.29929929929929927,0.11099629834384817,0.0
300,0.3003003003003003,0.11643336144221891,0.0
301,0.3013013013013013,0.12187042454058925,0.0
302,0.3023023023023023,0.12730748763896,0.0
303,0.3033033033033033,0.13274455073733032,0.0
304,0.30430430430430433,0.13818161383570088,0.0
305,0.3053053053053053,0.1436186769340714,0.0
306,0.3063063063063063,0.14905574003244174,0.0
307,0.3073073073073073,0.15449280313081248,0.0
308,0.3083083083083083,0.15992986622918282,0.0
309,0.30930930930930933,0.16536692932755337,0.0
310,0.3103103103103103,0.1708039924259239,0.0
311,0.3113113113113113,0.17624105552429423,0.0
312,0.3123123123123123,0.181678118622665,0.0
313,0.3133133133133133,0.1871151817210353,0.0
314,0.31431431431431434,0.19255224481940586,0.0
315,0.3153153153153153,0.1979893079177764,0.0
316,0.3163163163163163,0.20342637101614672,0.0
317,0.3173173173173173,0.2088634341145175,0.0
318,0.3183183183183183,0.21430049721288782,0.0
319,0.31931931931931934,0.21973756031125838,0.0
320,0.3203203203203203,0.22517462340962888,0.0
321,0.3213213213213213,0.2306116865079992,0.0
322,0.32232232232232233,0.23604874960636998,0.0
323,0.3233233233233233,0.24148581270474032,0.0
324,0.32432432432432434,0.24692287580311087,0.0
325,0.3253253253253253,0.25235993890148134,0.0
326,0.3263263263263263,0.25779700199985167,0.0
327,0.32732732732732733,0.26323406509822245,0.0
328,0.3283283283283283,0.2686711281965928,0.0
329,0.32932932932932935,0.27410819129496333,0.0
330,0.3303303303303303,0.2795452543933339,0.0
331,0.3313313313313313,0.28498231749170416,0.0
332,0.33233233233233234,0.29041938059007494,0.0
333,0.3333333333333333,0.29585644368844527,0.0
334,0.33433433433433435,0.3012935067868158,0.0
335,0.3353353353353353,0.3067305698851864,0.0
336,0.3363363363363363,0.31216763298355665,0.0
337,0.33733733733733734,0.31760469608192743,0.0
338,0.3383383383383383,0.32304175918029776,0.0
339,0.33933933933933935,0.3284788222786683,0.0
340,0.34034034034034033,0.33391588537703887,0.0
341,0.34134134134134136,0.3393529484754094,0.0
342,0.34234234234234234,0.3447900115737799,0.0
343,0.3433433433433433,0.35022707467215025,0.0
344,0.34434434434434436,0.3556641377705208,0.0
345,0.34534534534534533,0.36110120086889136,0.0
346,0.34634634634634637,0.3665382639672619,0.0
347,0.34734734734734735,0.3719753270656324,0.0
348,0.3483483483483483,0.37741239016400274,0.0
349,0.34934934934934936,0.3828494532623733,0.0
350,0.35035035035035034,0.38828651636074385,0.0
351,0.35135135135135137,0.3937235794591144,0.0
352,0.35235235235235235,0.39916064255748496,0.0
353,0.3533533533533533,0.40459770565585523,0.0
354,0.35435435435435436,0.4100347687542258,0.0
355,0.35535535535535534,0.41547183185259634,0.0
356,0.3563563563563564,0.4209088949509669,0.0
357,0.35735735735735735,0.42634595804933745,0.0
358,0.35835835835835833,0.4317830211477077,0.0
359,0.35935935935935936,0.4372200842460783,0.0
360,0.36036036036036034,0.44265714734444883,0.0
361,0.3613613613613614,0.4480942104428194,0.0
362,0.36236236236236236,0.45353127354118994,0.0
363,0.36336336336336333,0.45896833663956027,0.0
364,0.36436436436436437,0.4473397704179971,0.0
365,0.36536536536536535,0.4293115932014589,0.0
366,0.3663663663663664,0.4112834159849192,0.0
367,0.36736736736736736,0.393255238768381,0.0
368,0.3683683683683684,0.37522706155184127,0.0
369,0.36936936936936937,0.35719888433530306,0.0
370,0.37037037037037035,0.33917070711876485,0.0
371,0.3713713713713714,0.32114252990222514,0.0
372,0.37237237237237236,0.30311435268568687,0.0
373,0.3733733733733734,0.2850861754691472,0.0
374,0.3743743743743744,0.267057998252609,0.0
375,0.37537537537537535,0.24902982103607077,0.0
376,0.3763763763763764,0.2310016438195311,0.0
377,0.37737737737737737,0.21297346660299285,0.0
378,0.3783783783783784,0.19494528938645317,0.0
379,0.3793793793793794,0.1769171121699149,0.0
380,0.38038038038038036,0.1588889349533767,0.0
381,0.3813813813813814,0.14086075773683698,0.0
382,0.38238238238238237,0.12283258052029877,0.0
383,0.3833833833833834,0.10480440330375912,0.0
384,0.3843843843843844,0.08677622608722085,0.0
385,0.38538538538538536,0.06874804887068264,0.0
386,0.3863863863863864,0.050719871654142934,0.0
387,0.38738738738738737,0.032691694437604724,0.0
388,0.3883883883883884,0.014663517221065014,0.0
389,0.3893893893893894,-0.003364659995473196,0.0
390,0.39039039039039036,-0.021392837212011406,0.0
391,0.3913913913913914,-0.039421014428551115,0.0
392,0.3923923923923924,-0.057449191645089326,0.0
393,0.3933933933933934,-0.07547736886162904,0.0
394,0.3943943943943944,-0.0935055460781673,0.0
395,0.39539539539539537,-0.11153372329470546,0.0
396,0.3963963963963964,-0.12956190051124516,0.0
397,0.3973973973973974,-0.14759007772778343,0.0
398,0.3983983983983984,-0.16561825494432314,0.0
399,0.3993993993993994,-0.1836464321608613,0.0
400,0.40040040040040037,-0.20167460937739956,0.0
401,0.4014014014014014,-0.21970278659393927,0.0
402,0.4024024024024024,-0.23773096381047742,0.0
403,0.4034034034034034,-0.25575914102701713,0.0
404,0.4044044044044044,-0.2737873182435554,0.0
405,0.40540540540540543,-0.2918154954600951,0.0
406,0.4064064064064064,-0.30984367267663326,0.0
407,0.4074074074074074,-0.32787184989317153,0.0
408,0.4084084084084084,-0.34590002710971124,0.0
409,0.4094094094094094,-0.3639282043262495,0.0
410,0.41041041041041043,-0.3819563815427891,0.0
411,0.4114114114114114,-0.39998455875932737,0.0
412,0.4124124124124124,-0.41801273597586563,0.0
413,0.4134134134134134,-0.43604091319240534,0.0
414,0.4144144144144144,-0.4540690904089435,0.0
415,0.41541541541541543,-0.4720972676254832,0.0
416,0.4164164164164164,-0.4901254448420215,0.0
417,0.4174174174174174,-0.5081536220585596,0.0
418,0.4184184184184184,-0.5261817992750993,0.0
419,0.4194194194194194,-0.5442099764916375,0.0
420,0.42042042042042044,-0.5622381537081773,0.0
421,0.4214214214214214,-0.5802663309247156,0.0
422,0.4224224224224224,-0.5982945081412538,0.0
423,0.42342342342342343,-0.6163226853577934,0.0
424,0.4244244244244244,-0.6343508625743317,0.0
425,0.42542542542542544,-0.6523790397908713,0.0
426,0.4264264264264264,-0.6704072170074096,0.0
427,0.4274274274274274,-0.6884353942239478,0.0
428,0.42842842842842843,-0.7064635714404874,0.0
429,0.4294294294294294,-0.7244917486570257,0.0
430,0.43043043043043044,-0.7425199258735653,0.0
431,0.4314314314314314,-0.7605481030901036,0.0
432,0.43243243243243246,-0.7785762803066434,0.0
433,0.43343343343343343,-0.7966044575231817,0.0
434,0.4344344344344344,-0.8146326347397197,0.0
435,0.43543543543543545,-0.8326608119562595,0.0
436,0.4364364364364364,-0.8506889891727978,0.0
437,0.43743743743743746,-0.8687171663893374,0.0
438,0.43843843843843844,-0.8867453436058756,0.0
439,0.4394394394394394,-0.9047735208224139,0.0
440,0.44044044044044045,-0.9228016980389535,0.0
441,0.44144144144144143,-0.9408298752554918,0.0
442,0.44244244244244246,-0.9588580524720314,0.0
443,0.44344344344344344,-0.9768862296885696,0.0
444,0.4444444444444444,-0.9949144069051079,0.0
445,0.44544544544544545,-1.0129425841216475,0.0
446,0.44644644644644643,-1.0309707613381858,0.0
447,0.44744744744744747,-1.0489989385547256,0.0
448,0.44844844844844844,-1.0670271157712639,0.0
449,0.4494494494494494,-1.085055292987802,0.0
450,0.45045045045045046,-1.1030834702043417,0.0
451,0.45145145145145144,-1.12111164742088,0.0
452,0.45245245245245247,-1.1391398246374196,0.0
453,0.45345345345345345,-1.1571680018539579,0.0
454,0.4544544544544544,-1.1751961790704961,0.0
455,0.45545545545545546,-1.1647213093043656,0.0
456,0.45645645645645644,-1.151396134839968,0.0
457,0.4574574574574575,-1.138070960375569,0.0
458,0.45845845845845845,-1.1247457859111711,0.0
459,0.45945945945945943,-1.1114206114467733,0.0
460,0.46046046046046046,-1.0980954369823743,0.0
461,0.46146146146146144,-1.0847702625179765,0.0
462,0.4624624624624625,-1.0714450880535777,0.0
463,0.46346346346346345,-1.05811991358918,0.0
464,0.46446446446446443,-1.044794739124782,0.0
465,0.46546546546546547,-1.031469564660383,0.0
466,0.46646646646646645,-1.0181443901959852,0.0
467,0.4674674674674675,-1.0048192157315865,0.0
468,0.46846846846846846,-0.9914940412671887,0.0
469,0.4694694694694695,-0.9781688668027897,0.0
470,0.47047047047047047,-0.9648436923383918,0.0
471,0.47147147147147145,-0.951518517873994,0.0
472,0.4724724724724725,-0.9381933434095951,0.0
473,0.47347347347347346,-0.9248681689451974,0.0
474,0.4744744744744745,-0.9115429944807985,0.0
475,0.4754754754754755,-0.8982178200164006,0.0
476,0.47647647647647645,-0.8848926455520028,0.0
477,0.4774774774774775,-0.8715674710876039,0.0
478,0.47847847847847846,-0.8582422966232061,0.0
479,0.4794794794794795,-0.8449171221588072,0.0
480,0.4804804804804805,-0.8315919476944094,0.0
481,0.48148148148148145,-0.8182667732300115,0.0
482,0.4824824824824825,-0.8049415987656126,0.0
483,0.48348348348348347,-0.7916164243012148,0.0
484,0.4844844844844845,-0.778291249836816,0.0
485,0.4854854854854855,-0.7649660753724181,0.0
486,0.48648648648648646,-0.7516409009080203,0.0
487,0.4874874874874875,-0.7383157264436213,0.0
488,0.48848848848848847,-0.7249905519792235,0.0
489,0.4894894894894895,-0.7116653775148247,0.0
490,0.4904904904904905,-0.6983402030504269,0.0
491,0.49149149149149146,-0.685015028586029,0.0
492,0.4924924924924925,-0.6716898541216301,0.0
493,0.4934934934934935,-0.6583646796572323,0.0
494,0.4944944944944945,-0.6450395051928334,0.0
495,0.4954954954954955,-0.6317143307284355,0.0
496,0.4964964964964965,-0.6183891562640367,0.0
497,0.4974974974974975,-0.6050639817996388,0.0
498,0.4984984984984985,-0.591738807335241,0.0
499,0.4994994994994995,-0.5784136328708421,0.0
500,0.5005005005005005,-0.5650884584064432,0.0
501,0.5015015015015015,-0.5517632839420454,0.0
502,0.5025025025025025,-0.5384381094776476,0.0
503,0.5035035035035035,-0.5251129350132497,0.0
504,0.5045045045045045,-0.5117877605488519,0.0
505,0.5055055055055055,-0.49846258608445193,0.0
506,0.5065065065065065,-0.4851374116200541,0.0
507,0.5075075075075075,-0.47181223715565634,0.0
508,0.5085085085085085,-0.4584870626912585,0.0
509,0.5095095095095095,-0.44516188822686065,0.0
510,0.5105105105105106,-0.4318367137624607,0.0
511,0.5115115115115115,-0.41851153929806284,0.0
512,0.5125125125125125,-0.4051863648336651,0.0
513,0.5135135135135135,-0.39186119036926725,0.0
514,0.5145145145145145,-0.3785360159048694,0.0
515,0.5155155155155156,-0.36521084144046945,0.0
516,0.5165165165165165,-0.3518856669760716,0.0
517,0.5175175175175175,-0.33856049251167375,0.0
518,0.5185185185185185,-0.325235318047276,0.0
519,0.5195195195195195,-0.31191014358287816,0.0
520,0.5205205205205206,-0.2985849691184782,0.0
521,0.5215215215215215,-0.28525979465408036,0.0
522,0.5225225225225225,-0.2719346201896825,0.0
523,0.5235235235235235,-0.25860944572528466,0.0
524,0.5245245245245245,-0.24528427126088692,0.0
525,0.5255255255255256,-0.23195909679648685,0.0
526,0.5265265265265265,-0.21863392233208911,0.0
527,0.5275275275275275,-0.20530874786769127,0.0
528,0.5285285285285285,-0.19198357340329342,0.0
529,0.5295295295295295,-0.17865839893889557,0.0
530,0.5305305305305306,-0.1653332244744956,0.0
531,0.5315315315315315,-0.15200805001009776,0.0
532,0.5325325325325325,-0.1386828755456999,0.0
533,0.5335335335335335,-0.12535770108130206,0.0
534,0.5345345345345345,-0.11203252661690444,0.0
535,0.5355355355355356,-0.09870735215250437,0.0
536,0.5365365365365365,-0.08538217768810652,0.0
537,0.5375375375375375,-0.07205700322370867,0.0
538,0.5385385385385385,-0.05873182875931082,0.0
539,0.5395395395395395,-0.045406654294913196,0.0
540,0.5405405405405406,-0.03208147983051313,0.0
541,0.5415415415415415,-0.018756305366115278,0.0
542,0.5425425425425425,-0.005431130901717429,0.0
543,0.5435435435435435,0.00789404356268042,0.0
544,0.5445445445445445,0.021219218027078268,0.0
545,0.5455455455455456,0.032242771447626356,0.0
546,0.5465465465465466,0.020250114429668314,0.0
547,0.5475475475475475,0.008257457411710273,0.0
548,0.5485485485485485,-0.003735199606247769,0.0
549,0.5495495495495496,-0.015727856624207746,0.0
550,0.5505505505505506,-0.02772051364216578,0.0
551,0.5515515515515516,-0.03971317066012383,0.0
552,0.5525525525525525,-0.05170582767808187,0.0
553,0.5535535535535535,-0.06369848469603989,0.0
554,0.5545545545545546,-0.07569114171399988,0.0
555,0.5555555555555556,-0.08768379873195792,0.0
556,0.5565565565565566,-0.09967645574991596,0.0
557,0.5575575575575575,-0.111669112767874,0.0
558,0.5585585585585585,-0.12366176978583204,0.0
559,0.5595595595595596,-0.13565442680379203,0.0
560,0.5605605605605606,-0.14764708382175007,0.0
561,0.5615615615615616,-0.1596397408397081,0.0
562,0.5625625625625625,-0.17163239785766615,0.0
563,0.5635635635635635,-0.1836250548756242,0.0
564,0.5645645645645646,-0.19561771189358415,0.0
565,0.5655655655655656,-0.2076103689115422,0.0
566,0.5665665665665666,-0.21960302592950023,0.0
567,0.5675675675675675,-0.23159568294745828,0.0
