tau,phi_data,full_v3,no_linear,no_cubic,no_mem1,no_mem2,no_field,no_noise
0.0,0.6028238917084621,0.6028238917084621,0.6028238917084621,0.6028238917084621,0.6028238917084621,0.6028238917084621,0.6028238917084621,0.6028238917084621
0.001001001001001001,0.597337055164298,0.5962956153998957,0.6035648462011056,0.5962956156191792,0.5962956153998957,0.5962956153998957,0.5962956153998957,0.5955546606879687
0.002002002002002002,0.5918502186201341,0.588806939213914,0.6032666787341302,0.5888069396427894,0.588806939213914,0.588806939213914,0.588806939213914,0.5883730866490362
0.003003003003003003,0.58636338207597,0.5812627355493,0.6028226805989778,0.5812627361773436,0.5812627355493,0.5812627355493,0.5812627355493,0.581278112568199
0.004004004004004004,0.5808765455318061,0.5740891295864685,0.6026583073909955,0.5740891304035245,0.5740891295864685,0.5740891295864685,0.5740891295864685,0.5742686941682571
0.005005005005005005,0.5753897089876421,0.566695014941888,0.6021869216278051,0.5666950159384881,0.566695014941888,0.566695014941888,0.566695014941888,0.5673437997645738
0.006006006006006006,0.5699028724434781,0.5604782802142408,0.6028037528755872,0.5604782813809958,0.5604782802142408,0.5604782802142408,0.5604782802142408,0.5605024101132259
0.007007007007007007,0.5644160358993141,0.554079539690184,0.6031636130109416,0.554079541019112,0.554079539690184,0.554079539690184,0.554079539690184,0.5537435182609851
0.008008008008008008,0.5589291993551502,0.5476588771146323,0.6034243910383064,0.5476588785978104,0.5476588771146323,0.5476588771146323,0.5476588771146323,0.5470661293971095
0.009009009009009009,0.5534423628109861,0.5416314677357913,0.6040009978561839,0.5416314693655081,0.5416314677357913,0.5416314677357913,0.5416314677357913,0.5404692607069208
0.01001001001001001,0.5479555262668222,0.5348541996534636,0.6037550636596577,0.5348542014225828,0.5348541996534636,0.5348541996534636,0.5348541996534636,0.5339519412271482
0.011011011011011011,0.5424686897226582,0.5278671393753123,0.6032176126874401,0.5278671412762567,0.5278671393753123,0.5278671393753123,0.5278671393753123,0.5275132117030165
0.012012012012012012,0.5369818531784942,0.5216437288446091,0.6033595570764405,0.5216437308698648,0.5216437288446091,0.5216437288446091,0.5216437288446091,0.521152124447057
0.013013013013013013,0.5314950166343302,0.5154799105668902,0.603486047902663,0.5154799127098119,0.5154799105668902,0.5154799105668902,0.5154799105668902,0.5148677431996221
0.014014014014014014,0.5260081800901663,0.508914038224581,0.6031361574497011,0.5089140404787721,0.508914038224581,0.508914038224581,0.508914038224581,0.5086591429910801
0.015015015015015015,0.5205213435460022,0.5029963818084024,0.6033553074870389,0.5029963841673484,0.5029963818084024,0.5029963818084024,0.5029963818084024,0.5025254100056735
0.016016016016016016,0.5150345070018383,0.49753298104632276,0.603957354339236,0.4975329835042112,0.49753298104632276,0.49753298104632276,0.49753298104632276,0.49646564144701855
0.017017017017017015,0.5095476704576742,0.49131530063168805,0.6037392404009244,0.49131530318321986,0.49131530063168805,0.49131530063168805,0.49131530063168805,0.4904789454052257
0.018018018018018018,0.5040608339135103,0.4854703309455957,0.6038188604737235,0.48547033358507724,0.4854703309455957,0.4854703309455957,0.4854703309455957,0.48456444072562366
0.01901901901901902,0.49857399736934627,0.4797570114362783,0.6039596483870212,0.47975701415846217,0.4797570114362783,0.4797570114362783,0.4797570114362783,0.478721256879066
0.02002002002002002,0.4930871608251823,0.4741704880098677,0.6041583375679614,0.4741704908097604,0.4741704880098677,0.4741704880098677,0.4741704880098677,0.4729485338338015
0.02102102102102102,0.4876003242810183,0.4688709870313456,0.6045766833688038,0.46887098990419357,0.4688709870313456,0.4688709870313456,0.4688709870313456,0.46724542192888957
0.022022022022022022,0.4821134877368543,0.4634577209722163,0.6048173593588455,0.4634577239136014,0.4634577209722163,0.4634577209722163,0.4634577209722163,0.4616110817491428
0.023023023023023025,0.4766266511926903,0.45844148603353607,0.6053897898882281,0.4584414890390992,0.45844148603353607,0.45844148603353607,0.45844148603353607,0.45604468400157644
0.024024024024024024,0.47113981464852633,0.4525819300533851,0.6050584104467316,0.4525819331191517,0.4525819300533851,0.4525819300533851,0.4525819300533851,0.4505454093933487
0.025025025025025023,0.46565297810436235,0.446931326131621,0.604865324837597,0.44693132925321394,0.446931326131621,0.446931326131621,0.446931326131621,0.44511244851117243
0.026026026026026026,0.46016614156019836,0.4418771925984606,0.6052005710668531,0.4418771957717742,0.4418771925984606,0.4418771925984606,0.4418771925984606,0.439745001702181
0.02702702702702703,0.4546793050160344,0.43636781398836144,0.6050196262850641,0.4363678172097745,0.43636781398836144,0.43636781398836144,0.43636781398836144,0.43444227895623094
0.028028028028028028,0.4491924684718704,0.43087684419170874,0.6047906547506431,0.430876847457451,0.43087684419170874,0.43087684419170874,0.43087684419170874,0.4292034997896236
0.029029029029029027,0.4437056319277064,0.42566245450768125,0.6047720497479976,0.42566245781411755,0.42566245450768125,0.42566245450768125,0.42566245450768125,0.42402789313022915
0.03003003003003003,0.4382187953835424,0.42067361064098496,0.6049161121593203,0.4206736139847525,0.42067361064098496,0.42067361064098496,0.42067361064098496,0.418914697203996
0.031031031031031032,0.43273195883937843,0.41539732353319053,0.6047125726999522,0.4153973269111564,0.41539732353319053,0.41539732353319053,0.41539732353319053,0.4138631594228283
0.03203203203203203,0.4272451222952144,0.4106307884823969,0.604955160496342,0.41063079189137974,0.4106307884823969,0.4106307884823969,0.4106307884823969,0.408872536273816
0.03303303303303303,0.42175828575105045,0.4062466313945146,0.6055226483661377,0.40624663483169865,0.4062466313945146,0.4062466313945146,0.4062466313945146,0.40394209320980007
0.03403403403403403,0.41627144920688647,0.4006180330373609,0.604792828031759,0.4006180365002098,0.4006180330373609,0.4006180330373609,0.4006180330373609,0.39907110454125805
0.035035035035035036,0.4107846126627225,0.3948518971397726,0.6038575969649858,0.39485190062522574,0.3948518971397726,0.3948518971397726,0.3948518971397726,0.39425885332949284
0.036036036036036036,0.40529777611855844,0.3903984652357565,0.604165538185626,0.39039846874080203,0.3903984652357565,0.3903984652357565,0.3903984652357565,0.38950463128110946
0.037037037037037035,0.3998109395743945,0.38536511334329643,0.6038398571239032,0.38536511686563646,0.38536511334329643,0.38536511334329643,0.38536511334329643,0.38480773864376466
0.03803803803803804,0.39432410303023047,0.3813137488803807,0.6044354681572016,0.38131375241753257,0.3813137488803807,0.3813137488803807,0.3813137488803807,0.38016748410317325
0.03903903903903904,0.3888372664860665,0.3778891580685025,0.6056089989304415,0.3778891616184997,0.3778891580685025,0.3778891580685025,0.3778891580685025,0.3755831846813567
0.04004004004004004,0.3833504299419025,0.37327435712289647,0.6055510236906353,0.37327436068410225,0.37327435712289647,0.37327435712289647,0.37327435712289647,0.3710541656361185
0.04104104104104104,0.37786359339773856,0.3686162921492674,0.6053941362396855,0.3686162957195917,0.3686162921492674,0.3686162921492674,0.3686162921492674,0.36657976036173173
0.04204204204204204,0.3723767568535745,0.3641684395721932,0.6053912912973644,0.3641684431496013,0.3641684395721932,0.3641684395721932,0.3641684395721932,0.36215931029082454
0.043043043043043044,0.3668899203094106,0.35989222009461397,0.6055064444402724,0.3598922236772273,0.35989222009461397,0.35989222009461397,0.35989222009461397,0.3577921647974483
0.044044044044044044,0.36140308376524655,0.35553385400959897,0.605487885621654,0.3555338575956717,0.35553385400959897,0.35553385400959897,0.35553385400959897,0.3534776811013149
0.04504504504504504,0.35591624722108256,0.3508769702024706,0.6051182531513695,0.3508769737902862,0.3508769702024706,0.3508769702024706,0.3508769702024706,0.3492152241731886
0.04604604604604605,0.3504294106769186,0.3468153016742628,0.6052876803157441,0.34681530526205556,0.3468153016742628,0.3468153016742628,0.3468153016742628,0.34500416664141925
0.04704704704704705,0.3449425741327546,0.3418074055105021,0.60446190168132,0.34180740909678803,0.3418074055105021,0.3418074055105021,0.3418074055105021,0.34084388869960164
0.04804804804804805,0.3394557375885906,0.3378465434430698,0.6046227687709791,0.33784654702608413,0.3378465434430698,0.3378465434430698,0.3378465434430698,0.3367337780153494
0.04904904904904905,0.33396890104442667,0.3338136760148577,0.6046638679246347,0.3338136795932663,0.3338136760148577,0.3338136760148577,0.3338136760148577,0.33267322964016843
0.050050050050050046,0.3284820645002627,0.330323382743013,0.6051989103735054,0.3303233863155055,0.330323382743013,0.330323382743013,0.330323382743013,0.3286616459204169
0.05105105105105105,0.32299522795609864,0.32640694139703336,0.6052657165882378,0.32640694496252537,0.32640694139703336,0.32640694139703336,0.32640694139703336,0.3246984364093396
0.05205205205205205,0.31750839141193465,0.322669424886117,0.6054642207161021,0.3226694284434247,0.322669424886117,0.322669424886117,0.322669424886117,0.32078301778016244
0.05305305305305305,0.31202155486777067,0.3183914369410416,0.6050771840763598,0.3183914404890816,0.3183914369410416,0.3183914369410416,0.3183914369410416,0.3169148137402354
0.05405405405405406,0.3065347183236066,0.3146234292537243,0.6051485410159041,0.31462343279128835,0.3146234292537243,0.3146234292537243,0.3146234292537243,0.3130932549462103
0.055055055055055056,0.3010478817794427,0.3111472748792035,0.6054663142531445,0.3111472784052845,0.3111472748792035,0.3111472748792035,0.3111472748792035,0.3093177789202419
0.056056056056056056,0.2955610452352787,0.3078128396588209,0.6058838889806357,0.30781284317253527,0.3078128396588209,0.3078128396588209,0.3078128396588209,0.3055878299671992
0.057057057057057055,0.2900742086911147,0.30414959232982197,0.6059324428745455,0.30414959583035983,0.30414959232982197,0.30414959232982197,0.30414959232982197,0.301902859092875
0.058058058058058054,0.28458737214695073,0.3011303568585159,0.6065808348776691,0.30113036034500623,0.3011303568585159,0.3011303568585159,0.3011303568585159,0.29826232392318214
0.05905905905905906,0.2791005356027867,0.29802078062386683,0.607102478269788,0.2980207840956486,0.29802078062386683,0.29802078062386683,0.29802078062386683,0.2946656886243237
0.06006006006006006,0.27361369905862276,0.29416039537797034,0.6068358154172095,0.2941603988343828,0.29416039537797034,0.29416039537797034,0.29416039537797034,0.29111242382392594
0.06106106106106106,0.2681268625144588,0.2896039925443455,0.6058265840154116,0.2896039959845576,0.2896039925443455,0.2896039925443455,0.2896039925443455,0.2876020065331226
0.062062062062062065,0.26264002597029473,0.2856628860211804,0.6053777049440693,0.2856628894442218,0.2856628860211804,0.2856628860211804,0.2856628860211804,0.28413392006957827
0.06306306306306306,0.2571531894261308,0.2822461351778278,0.6054056572031975,0.28224613858292635,0.2822461351778278,0.2822461351778278,0.2822461351778278,0.2807076539814402
0.06406406406406406,0.25166635288196676,0.27890779190948206,0.6054708156992147,0.27890779529602683,0.27890779190948206,0.27890779190948206,0.27890779190948206,0.2773227039722073
0.06506506506506507,0.24617951633780277,0.2754245061175751,0.6053507758215557,0.2754245094850006,0.2754245061175751,0.2754245061175751,0.2754245061175751,0.273978571826505
0.06606606606606606,0.24069267979363884,0.27193145729732465,0.6051789692572362,0.2719314606450579,0.27193145729732465,0.27193145729732465,0.27193145729732465,0.27067476533675494
0.06706706706706707,0.2352058432494748,0.2689178521307448,0.6054444849595899,0.2689178554582376,0.2689178521307448,0.2689178521307448,0.2689178521307448,0.2674107982307294
0.06806806806806806,0.22971900670531087,0.26543450420652664,0.6052039179510021,0.2654345075133611,0.26543450420652664,0.26543450420652664,0.26543450420652664,0.2641861900999789
0.06906906906906907,0.22423217016114683,0.2613636833514294,0.604333873604177,0.261363686637108,0.2613636833514294,0.2613636833514294,0.2613636833514294,0.2610004663291231
0.07007007007007007,0.21874533361698284,0.2580850705457276,0.6042069487807478,0.25808507380965734,0.2580850705457276,0.2580850705457276,0.2580850705457276,0.2578531580259942
0.07107107107107107,0.2132584970728189,0.25538928001189143,0.604623310647007,0.25538928325367033,0.25538928001189143,0.25538928001189143,0.25538928001189143,0.2547438019526228
0.07207207207207207,0.20777166052865487,0.2519616533050584,0.6042753287962774,0.25196165652442,0.2519616533050584,0.2519616533050584,0.2519616533050584,0.2516719404570562
0.07307307307307308,0.20228482398449082,0.24918494945483396,0.6045369373165927,0.24918495265138618,0.24918494945483396,0.24918494945483396,0.24918494945483396,0.24863712140599836
0.07407407407407407,0.1967979874403269,0.2464153842463743,0.6047722012310441,0.24641538741986865,0.2464153842463743,0.2464153842463743,0.2464153842463743,0.24563889811826256
0.07507507507507508,0.1913111508961629,0.24343729119846522,0.6047655401407052,0.24343729434866904,0.24343729119846522,0.24343729119846522,0.24343729119846522,0.24267682929902645
0.07607607607607608,0.18582431435199892,0.24066896600806958,0.6049327351825325,0.2406689691347272,0.24066896600806958,0.24066896600806958,0.24066896600806958,0.23975047897487972
0.07707707707707707,0.18033747780783493,0.23739157951267673,0.6045574867070401,0.23739158261558502,0.23739157951267673,0.23739157951267673,0.23739157951267673,0.23685941642965522
0.07807807807807808,0.1748506412636709,0.23455361996742052,0.6045821443875055,0.23455362304630353,0.23455361996742052,0.23455361996742052,0.23455361996742052,0.23400321614103378
0.07907907907907907,0.16936380471950696,0.23233879315738548,0.605195712896056,0.23233879621205836,0.23233879315738548,0.23233879315738548,0.23233879315738548,0.23118145771791343
0.08008008008008008,0.16387696817534297,0.2295059818395675,0.6051645891168016,0.2295059848699597,0.2295059818395675,0.2295059818395675,0.2295059818395675,0.22839372583853396
0.08108108108108109,0.158390131631179,0.22628762216458936,0.6047137571539077,0.22628762517054007,0.22628762216458936,0.22628762216458936,0.22628762216458936,0.22563961018934758
0.08208208208208208,0.152903295087015,0.22415755347952057,0.6053124071695279,0.22415755646082255,0.22415755347952057,0.22415755347952057,0.22415755347952057,0.22291870540462674
0.08308308308308308,0.14741645854285096,0.2208977277064078,0.6047556143840801,0.2208977306630338,0.2208977277064078,0.2208977277064078,0.2208977277064078,0.2202306110068001
0.08408408408408408,0.14192962199868703,0.2189096857990014,0.6054312964287054,0.21890968873076422,0.2189096857990014,0.2189096857990014,0.2189096857990014,0.21757493134750808
0.08508508508508508,0.13644278545452304,0.21630886344852068,0.6054702249656714,0.21630886635543142,0.21630886344852068,0.21630886344852068,0.21630886344852068,0.21495127554936916
0.08608608608608609,0.13095594891035905,0.21395325070148755,0.6057230007489398,0.21395325358347603,0.21395325070148755,0.21395325070148755,0.21395325070148755,0.21235925744844839
0.08708708708708708,0.12546911236619507,0.21151798905659178,0.6058677221691058,0.21151799191363113,0.21151798905659178,0.21151798905659178,0.21151798905659178,0.20979849553741967
0.08808808808808809,0.11998227582203103,0.20897570150589542,0.6058760517616867,0.20897570433795554,0.20897570150589542,0.20897570150589542,0.20897570150589542,0.2072686129094134
0.0890890890890891,0.11449543927786704,0.20689679526339141,0.6063171061549256,0.20689679807043604,0.20689679526339141,0.20689679526339141,0.20689679526339141,0.20476923720254125
0.09009009009009009,0.10900860273370305,0.20437037519201934,0.6062855779555087,0.2043703779740802,0.20437037519201934,0.20437037519201934,0.20437037519201934,0.2023000005450899
0.09109109109109109,0.10394931189427917,0.2015716485864272,0.6059512780544745,0.20157165134348473,0.2015716485864272,0.2015716485864272,0.2015716485864272,0.1998605395013756
0.0920920920920921,0.10081397672618544,0.19915930860490624,0.6059696159664377,0.19915931133691572,0.19915930860490624,0.19915930860490624,0.19915930860490624,0.1974504950182519
0.09309309309309309,0.09767864155809178,0.19604412206075644,0.605256017798045,0.19604412476772906,0.19604412206075644,0.19604412206075644,0.19604412206075644,0.19506951237226197
0.0940940940940941,0.09454330638999804,0.19362155474809872,0.6051974739768786,0.19362155742997111,0.19362155474809872,0.19362155474809872,0.19362155474809872,0.19271724111742866
0.09509509509509509,0.09140797122190437,0.19056217269862963,0.6044729025736619,0.19056217535542833,0.19056217269862963,0.19056217269862963,0.19056217269862963,0.19039333503367387
0.0960960960960961,0.08827263605381064,0.18827417178930547,0.604482820352164,0.1882741744209938,0.18827417178930547,0.18827417178930547,0.18827417178930547,0.18809745207585996
0.0970970970970971,0.0851373008857169,0.18630217758629153,0.6047811546782796,0.1863021801929258,0.18630217758629153,0.18630217758629153,0.18630217758629153,0.1858292543234457
0.0980980980980981,0.08200196571762323,0.18431998297423643,0.6050455090446093,0.184319985555911,0.18431998297423643,0.18431998297423643,0.18431998297423643,0.18358840793074924
0.0990990990990991,0.0788666305495295,0.18204134767906038,0.6049895201741461,0.18204135023587184,0.18204134767906038,0.18204134767906038,0.18204134767906038,0.18137458307781096
