tau,phi_data,full_v2,no_linear,no_cubic,no_memory,no_noise
0.0,0.6028238917084621,0.6028238917084621,0.6028238917084621,0.6028238917084621,0.6028238917084621,0.6028238917084621
0.001001001001001001,0.597337055164298,0.5938404950745075,0.601833780027369,0.593840495293791,0.5938404950745075,0.5948306065363173
0.002002002002002002,0.5918502186201341,0.5855981725629799,0.60146562500289,0.5855981729889811,0.5855981725629799,0.5869433102145784
0.003003003003003003,0.58636338207597,0.5791225103529803,0.6027548392608505,0.5791225109743503,0.5791225103529803,0.5791605973588562
0.004004004004004004,0.5808765455318061,0.5716376678252805,0.6029490076293628,0.5716376686328335,0.5716376678252805,0.5714810812197992
0.005005005005005005,0.5753897089876421,0.56497905579615,0.6038701594616342,0.564979056779976,0.56497905579615,0.5639033934359975
0.006006006006006006,0.5699028724434781,0.5580652646243542,0.604447840713937,0.5580652657756574,0.5580652646243542,0.5564261837901624
0.007007007007007007,0.5644160358993141,0.5500283662768605,0.6038107397457585,0.5500283675868738,0.5500283662768605,0.5490481199685405
0.008008008008008008,0.5589291993551502,0.5432776305399574,0.6043532342405218,0.5432776319991676,0.5432776305399574,0.5417678873235168
0.009009009009009009,0.5534423628109861,0.535757000696232,0.6040363216560358,0.5357570022966027,0.535757000696232,0.5345841886393656
0.01001001001001001,0.5479555262668222,0.5283302929521007,0.6037136096074397,0.5283302946851861,0.5283302929521007,0.5274957439011086
0.011011011011011011,0.5424686897226582,0.5214220378008656,0.6038108739704375,0.5214220396585928,0.5214220378008656,0.5205012900664366
0.012012012012012012,0.5369818531784942,0.5129806618391479,0.6022834158856919,0.5129806638141488,0.5129806618391479,0.5135995808406559
0.013013013013013013,0.5314950166343302,0.5073720336190072,0.603476775130563,0.5073720357029456,0.5073720336190072,0.5067893864546195
0.014014014014014014,0.5260081800901663,0.4999726534260299,0.6028050134739555,0.49997265561307763,0.4999726534260299,0.5000694934456017
0.015015015015015015,0.5205213435460022,0.49434441918491084,0.6038062839450425,0.4943444214680635,0.49434441918491084,0.49343870444107973
0.016016016016016016,0.5150345070018383,0.4879260007326489,0.6039427413061198,0.4879260031064546,0.4879260007326489,0.48689583794538094
0.017017017017017015,0.5095476704576742,0.48298979787657775,0.6054763077318882,0.4829898003351851,0.48298979787657775,0.48043972812915986
0.018018018018018018,0.5040608339135103,0.4759248510748248,0.6048156774658618,0.4759248536136159,0.4759248510748248,0.4740692246216667
0.01901901901901902,0.49857399736934627,0.46930210667952615,0.6045035702809642,0.4693021092925606,0.46930210667952615,0.4677831923057699
0.02002002002002002,0.4930871608251823,0.4634173923204202,0.6048416772936352,0.46341739500227114,0.4634173923204202,0.4615805111156972
0.02102102102102102,0.4876003242810183,0.45506291970433466,0.6026319962931637,0.4550629224502461,0.45506291970433466,0.45546007583745807
0.022022022022022022,0.4821134877368543,0.44985765615579826,0.60346074626584,0.4498576589596294,0.44985765615579826,0.4494207959119129
0.023023023023023025,0.4766266511926903,0.44543583640134093,0.6050039196141197,0.4454358392591237,0.44543583640134093,0.44346159524045337
0.024024024024024024,0.47113981464852633,0.440657409966686,0.6061318541204416,0.4406574128750441,0.440657409966686,0.4375814119932591
0.025025025025025023,0.46565297810436235,0.4355699346437617,0.6068873790670101,0.43556993759920776,0.4355699346437617,0.43177919842009754
0.026026026026026026,0.46016614156019836,0.4296482687108887,0.6067412548261298,0.42964827170986586,0.4296482687108887,0.42605392066363174
0.02702702702702703,0.4546793050160344,0.42523443193096633,0.6080244400150158,0.4252344349695693,0.42523443193096633,0.42040455857520415
0.028028028028028028,0.4491924684718704,0.4206710417739751,0.6090995455177076,0.42067104484925666,0.4206710417739751,0.4148301055330631
0.029029029029029027,0.4437056319277064,0.415486069093576,0.6094925591499398,0.41548607220259837,0.415486069093576,0.40932956826299915
0.03003003003003003,0.4382187953835424,0.40998195335256366,0.6094976783555595,0.40998195649215785,0.40998195335256366,0.4039019666613603
0.031031031031031032,0.43273195883937843,0.4041835722961397,0.60913554912775,0.4041835754630846,0.4041835722961397,0.39854633362041353
0.03203203203203203,0.4272451222952144,0.39759274157986163,0.6079040852423568,0.39759274477090895,0.39759274157986163,0.3932617148560222
0.03303303303303303,0.42175828575105045,0.3935482239430879,0.6091315417670533,0.39354822715473714,0.3935482239430879,0.3880471687376084
0.03403403403403403,0.41627144920688647,0.38615566068523033,0.6069573234360242,0.38615566391530776,0.38615566068523033,0.38290176612037014
0.035035035035035036,0.4107846126627225,0.38066482110032934,0.606586805348483,0.3806648243452165,0.38066482110032934,0.3778245901797228
0.036036036036036036,0.40529777611855844,0.3757818510727437,0.6067513497393564,0.3757818543298202,0.3757818510727437,0.3728147362479364
0.037037037037037035,0.3998109395743945,0.3716598252472516,0.6076120914422982,0.37165982851425816,0.3716598252472516,0.36787131165293857
0.03803803803803804,0.39432410303023047,0.36849513912752796,0.6093755158789208,0.368495142402604,0.36849513912752796,0.3629934355592555
0.03903903903903904,0.3888372664860665,0.3646033093407445,0.6103698337464556,0.3646033126224814,0.3646033093407445,0.35818023881106137
0.04004004004004004,0.3833504299419025,0.3594769528531214,0.6100780202794961,0.35947695613986064,0.3594769528531214,0.3534308637773092
0.04104104104104104,0.37786359339773856,0.3554392401488241,0.6108068764665041,0.3554392434384815,0.3554392401488241,0.3487444641989154
0.04204204204204204,0.3723767568535745,0.34946334685144903,0.6095440130582933,0.3494633501424365,0.34946334685144903,0.34412020503797036
0.043043043043043044,0.3668899203094106,0.34626092539348013,0.6109753827281795,0.3462609286835508,0.34626092539348013,0.33955726232894834
0.044044044044044044,0.36140308376524655,0.341512965342648,0.6108187505430934,0.3415129686306503,0.341512965342648,0.33505482303189077
0.04504504504504504,0.35591624722108256,0.3363101603579721,0.6101443167313985,0.33631016364224725,0.3363101603579721,0.33061208488753585
0.04604604604604605,0.3504294106769186,0.33121107697289476,0.6095046167037965,0.33121108025169754,0.33121107697289476,0.32622825627436935
0.04704704704704705,0.3449425741327546,0.3267578831329438,0.6094431937267707,0.32675788640464104,0.3267578831329438,0.3219025560675708
0.04804804804804805,0.3394557375885906,0.3220319821136019,0.6090500153995135,0.3220319853768404,0.3220319821136019,0.31763421349982995
0.04904904904904905,0.33396890104442667,0.32005412554023444,0.6113422173228292,0.3200541287936329,0.32005412554023444,0.3134224680240089
0.050050050050050046,0.3284820645002627,0.31509139262377994,0.6106233170461893,0.31509139586685664,0.31509139262377994,0.3092665691776253
0.05105105105105105,0.32299522795609864,0.3109460046627987,0.6106559572018244,0.31094600789418747,0.3109460046627987,0.3051657764491322
0.05205205205205205,0.31750839141193465,0.30685102103818335,0.6106840349474416,0.3068510242568194,0.30685102103818335,0.3011193591459714
0.05305305305305305,0.31202155486777067,0.30281055826133807,0.6107123351426311,0.30281056146621715,0.30281055826133807,0.2971265962643761
0.05405405405405406,0.3065347183236066,0.2988507717906822,0.610767736177842,0.2988507749808592,0.2988507717906822,0.2931867763609002
0.055055055055055056,0.3010478817794427,0.29440604487337535,0.6102856910466817,0.2944060480479691,0.29440604487337535,0.2892991974256505
0.056056056056056056,0.2955610452352787,0.2899183072686924,0.6097016993271981,0.289918310426735,0.2899183072686924,0.2854631667572008
0.057057057057057055,0.2900742086911147,0.28521104384214085,0.6088386755747262,0.28521104698270144,0.28521104384214085,0.28167800083916344
0.058058058058058054,0.28458737214695073,0.2799395567296341,0.607349011071284,0.2799395598517755,0.2799395567296341,0.2779430252183985
0.05905905905905906,0.2791005356027867,0.2764441557736545,0.6075655342034909,0.27644415887635687,0.2764441557736545,0.27425757438483717
0.06006006006006006,0.27361369905862276,0.2737639412642284,0.6085508956914004,0.2737639443469372,0.2737639412642284,0.2706209916528992
0.06106106106106106,0.2681268625144588,0.26959027620790266,0.6080072676970262,0.26959027927027374,0.26959027620790266,0.2670326290444824
0.062062062062062065,0.26264002597029473,0.26545640639993984,0.6074480932587804,0.2654564094413178,0.26545640639993984,0.26349184717350355
0.06306306306306306,0.2571531894261308,0.2616197251946436,0.6071312934054601,0.2616197282144184,0.2616197251946436,0.25999801513197074
0.06406406406406406,0.25166635288196676,0.25768961615242525,0.6066701923393614,0.25768961915008315,0.25768961615242525,0.2565505103775658
0.06506506506506507,0.24617951633780277,0.2528350127003525,0.6052324846593723,0.252835015675391,0.2528350127003525,0.25314871862271787
0.06606606606606606,0.24069267979363884,0.25084896196673084,0.6065989589439933,0.2508489649184999,0.25084896196673084,0.24979203372514744
