tau,phi_data,full_v2,no_linear,no_cubic,no_memory,no_noise
0.06706706706706707,0.2352058432494748,0.2479622105599138,0.6070383980474486,0.24796221348834369,0.2479622105599138,0.246479857579862
0.06806806806806806,0.22971900670531087,0.24396188995029167,0.6063259903889011,0.24396189285515263,0.24396188995029167,0.2432116000125836
0.06906906906906907,0.22423217016114683,0.24102448919731564,0.6066234593965443,0.24102449207819343,0.24102448919731564,0.23998667867458978
0.07007007007007007,0.21874533361698284,0.23738967220037524,0.6061845630043037,0.23738967505706915,0.23738967220037524,0.23680451893894863
0.07107107107107107,0.2132584970728189,0.2340300987997193,0.605972713498675,0.23403010163192542,0.2340300987997193,0.23366455379812986
0.07207207207207207,0.20777166052865487,0.2312912498944526,0.6063370414356761,0.23129125270193507,0.2312912498944526,0.23056622376297362
0.07307307307307308,0.20228482398449082,0.2291783076504987,0.6072909596229213,0.22917831043314016,0.2291783076504987,0.2275089767629987
0.07407407407407407,0.1967979874403269,0.22766050922477654,0.6088120045731426,0.22766051198257,0.22766050922477654,0.22449226804803293
0.07507507507507508,0.1913111508961629,0.22634740629353906,0.6105176194112722,0.2263474090265762,0.22634740629353906,0.22151556009114778
0.07607607607607608,0.18582431435199892,0.22309699187991738,0.610268511368239,0.2230969945883233,0.22309699187991738,0.21857832249287995
0.07707707707707707,0.18033747780783493,0.21963853607527153,0.6097682623007571,0.21963853875887987,0.21963853607527153,0.2156800318867231
0.07807807807807808,0.1748506412636709,0.21682588451711796,0.6098679592729289,0.21682588717574858,0.21682588451711796,0.21282017184587268
0.07907907907907907,0.16936380471950696,0.21407930245804632,0.6099964307298406,0.21407930509162815,0.21407930245804632,0.20999823279120725
0.08008008008008008,0.16387696817534297,0.2105057108158815,0.6092614736533422,0.2105057134243638,0.2105057108158815,0.20721371190049007
0.08108108108108109,0.158390131631179,0.20709336451643867,0.6086403770423388,0.2070933670996706,0.20709336451643867,0.20446611301877451
0.08208208208208208,0.152903295087015,0.20516144921736765,0.6094544646248755,0.20516145177523726,0.20516144921736765,0.2017549465699976
0.08308308308308308,0.14741645854285096,0.2040845072530915,0.6110979088564753,0.20408450978568857,0.2040845072530915,0.19907972946974561
0.08408408408408408,0.14192962199868703,0.20115167321966956,0.6108711810520829,0.2011516757271938,0.20115167321966956,0.19643998503917665
0.08508508508508508,0.13644278545452304,0.1978358415393259,0.6102225669990797,0.1978358440217482,0.1978358415393259,0.19383524292008436
0.08608608608608609,0.13095594891035905,0.1949289358715332,0.609938911910137,0.19492893832879007,0.1949289358715332,0.191265038991088
0.08708708708708708,0.12546911236619507,0.19134810237643426,0.6089427841955396,0.19134810480852274,0.19134810237643426,0.18872891528493366
0.08808808808808809,0.11998227582203103,0.18853773235710308,0.6086696390548066,0.18853773476395574,0.18853773235710308,0.18622641990689234
0.0890890890890891,0.11449543927786704,0.18646063902248536,0.609092505837558,0.18646064140413235,0.18646063902248536,0.18375710695423972
0.09009009009009009,0.10900860273370305,0.18390679600046825,0.609011081225387,0.1839067983570245,0.18390679600046825,0.18132053643680376
0.09109109109109109,0.10394931189427917,0.1827040540564293,0.6102468944097542,0.18270405638796453,0.1827040540564293,0.17891627419856587
0.0920920920920921,0.10081397672618544,0.1804324858125775,0.6103979332535617,0.1804324881193021,0.1804324858125775,0.1765438918403015
0.09309309309309309,0.09767864155809178,0.17852160001868184,0.6108795341543712,0.17852160230069988,0.17852160001868184,0.17420296664324664
0.0940940940940941,0.09454330638999804,0.17600554449657624,0.6107306274873304,0.17600554675403052,0.17600554449657624,0.1718930814937763
0.09509509509509509,0.09140797122190437,0.1749887403318451,0.6120476099485544,0.17498874256482388,0.1749887403318451,0.16961382480908196
0.0960960960960961,0.08827263605381064,0.1714448668601782,0.6108240405476726,0.17144486906891196,0.1714448668601782,0.16736479046383432
0.0970970970970971,0.0851373008857169,0.16886765814717594,0.6105201450840065,0.16886766033166684,0.16886765814717594,0.16514557771781851
0.0980980980980981,0.08200196571762323,0.16545365423484845,0.6093452813169972,0.16545365639519388,0.16545365423484845,0.16295579114452904
0.0990990990990991,0.0788666305495295,0.16408688325623005,0.610172381698139,0.1640868853924637,0.16408688325623005,0.16079504056071128
0.10010010010010009,0.07573129538143583,0.16276230815393883,0.6110235549338242,0.16276231026626897,0.16276230815393883,0.1586629409568374
0.1011011011011011,0.07259596021334211,0.16008783922639555,0.6105072708285801,0.1600878413150329,0.16008783922639555,0.156559112428504
0.1021021021021021,0.06946062504524837,0.1596248900161352,0.6121670436921995,0.15962489208118463,0.1596248900161352,0.15448318010873974
0.1031031031031031,0.0663252898771547,0.15721074614248795,0.6118694833067662,0.15721074818422673,0.15721074614248795,0.15243477410121004
0.1041041041041041,0.06318995470906097,0.153741411450592,0.6104847211956324,0.15374141346914724,0.153741411450592,0.1504135294143079
0.10510510510510511,0.06005461954096724,0.15142135510799998,0.6102032349770551,0.15142135710342725,0.15142135510799998,0.14841908589611857
0.1061061061061061,0.05691928437287357,0.14977392897912103,0.6105636156404516,0.1497739309515648,0.14977392897912103,0.1464510881702463
0.10710710710710711,0.053783949204779836,0.14755333975157364,0.6103289887710444,0.14755334170122647,0.14755333975157364,0.14450918557249234
0.10810810810810811,0.05064861403668611,0.14786460997831996,0.6125967769317238,0.14786461190533667,0.14786460997831996,0.14259303208837248
0.1091091091091091,0.04751327886859244,0.1467602073497971,0.6134530195952751,0.14676020925449823,0.1467602073497971,0.140702286291463
0.11011011011011011,0.044377943700498704,0.1465472183648457,0.6151860318153606,0.14654722024745515,0.1465472183648457,0.1388366112825642
0.1111111111111111,0.04124260853240504,0.1459913138220028,0.6165733042981147,0.14599131568279977,0.1459913138220028,0.13699567462967063
0.11211211211211211,0.0381072733643113,0.14236803555969815,0.6148858319129628,0.14236803739893614,0.14236803555969815,0.13517914830873726
0.11311311311311312,0.03497193819621758,0.1401021364137016,0.6145076949368427,0.14010213823144024,0.1401021364137016,0.13338670864523106
0.11411411411411411,0.0318366030281239,0.1355132023292987,0.6117764778007835,0.13551320412568738,0.1355132023292987,0.13161803625645763
0.11511511511511512,0.028701267860030175,0.13306928941835613,0.6111294337918978,0.1330692911934162,0.13306928941835613,0.1298728159946526
0.11611611611611611,0.025565932691936508,0.1324210464006377,0.6122456540396851,0.13242104815451963,0.1324210464006377,0.12815073689082757
0.11711711711711711,0.02243059752384277,0.12982112328612302,0.6114015986588678,0.1298211250190733,0.12982112328612302,0.12645149209936052
0.11811811811811812,0.019295262355749035,0.1274624038501784,0.6107642726663599,0.12746240556234037,0.1274624038501784,0.1247747788433212
0.11911911911911911,0.016159927187655368,0.12609874680049293,0.6110907330664511,0.126098748492025,0.12609874680049293,0.12312029836052128
0.12012012012012012,0.013024592019561632,0.12521481545939192,0.6118788374438181,0.1252148171305018,0.12521481545939192,0.12148775585027999
0.12112112112112113,0.009889256851467909,0.12319783015354081,0.6115221671603177,0.12319783180445741,0.12319783015354081,0.1198768604208955
0.12212212212212212,0.006753921683374242,0.12130819134859588,0.6112660986877205,0.1213081929794935,0.12130819134859588,0.11828732503781295
0.12312312312312312,0.003618586515280506,0.12050946839089309,0.6120758899530913,0.12050947000195235,0.12050946839089309,0.11671886647247966
0.12412412412412413,0.00048325134718676943,0.11916585779171202,0.6123302027214176,0.11916585938316092,0.11916585779171202,0.11517120525187857
0.12512512512512514,-0.002652083820906967,0.11730017777152855,0.6120446301481383,0.11730017934356918,0.11730017777152855,0.11364406560873083
0.12612612612612611,-0.0057874189890005645,0.11605962682779032,0.6123594482292032,0.11605962838060169,0.11605962682779032,0.11213717543235867
0.12712712712712712,-0.0089227541570943,0.11459690465594985,0.6124356457052045,0.11459690618973623,0.11459690465594985,0.11065026622019986
0.12812812812812813,-0.012058089325188023,0.11333226789774951,0.6126905332865741,0.11333226941270473,0.11333226789774951,0.10918307302996502
0.12912912912912913,-0.01519342449328176,0.11383274649257631,0.614693767472565,0.11383274798890074,0.11383274649257631,0.10773533443242939
0.13013013013013014,-0.018328759661375496,0.11201784102059716,0.6143882538029589,0.11201784249855723,0.11201784102059716,0.10630679246485045
0.13113113113113112,-0.021464094829469094,0.10999221098999125,0.6138479504097043,0.10999221244976097,0.10999221098999125,0.10489719258500337
0.13213213213213212,-0.024599429997562844,0.10994878927758582,0.6152629960181188,0.10994879071933143,0.10994878927758582,0.10350628362582577
0.13313313313313313,-0.027734765165656566,0.10778449043449487,0.6145565887338491,0.10778449185845379,0.10778449043449487,0.10213381775066402
0.13413413413413414,-0.03087010033375029,0.10807690775812558,0.6162781995882751,0.10807690916445661,0.10807690775812558,0.10077955040911284
0.13513513513513514,-0.03400543550184404,0.10644944442040082,0.6160838071555688,0.10644944580934794,0.10644944442040082,0.09944324029344057
0.13613613613613612,-0.03714077066993762,0.10511186644492114,0.6161577203529701,0.10511186781665864,0.10511186644492114,0.09812464929559213
0.13713713713713713,-0.04027610583803137,0.10445247361106379,0.6168920827625961,0.10445247496577491,0.10445247361106379,0.09682354246476219
0.13813813813813813,-0.043411441006125095,0.10428178552700139,0.6181064065470318,0.10428178686489015,0.10428178552700139,0.09553968796553085
0.13913913913913914,-0.04654677617421882,0.10389703335056145,0.6191044029589606,0.10389703467184533,0.10389703335056145,0.09427285703655448
0.14014014014014015,-0.04968211134231257,0.10231554704320223,0.6189005635269762,0.10231554834808888,0.10231554704320223,0.09302282394980425
0.14114114114114115,-0.05281744651040629,0.10059207438828659,0.6185337676585475,0.10059207567694295,0.10059207438828659,0.09178936597034519
0.14214214214214213,-0.0559527816784999,0.09960607062146455,0.618881587888191,0.09960607189405256,0.09960607062146455,0.09057226331664854
0.14314314314314314,-0.059088116846593625,0.09842017446279701,0.6190164415770707,0.09842017571950006,0.09842017446279701,0.08937129912143042
0.14414414414414414,-0.062223452014687375,0.09647223302335234,0.6183735253163841,0.09647223426434615,0.09647223302335234,0.08818625939300966
0.14514514514514515,-0.0653587871827811,0.09560417600822156,0.6187846642937447,0.09560417723365888,0.09560417600822156,0.08701693297717807
0.14614614614614616,-0.06849412235087482,0.09533160471979406,0.6197797787914746,0.09533160592985711,0.09533160471979406,0.08586311151957632
0.14714714714714713,-0.07162945751896843,0.0942342062978365,0.6199464519315144,0.09423420749272168,0.0942342062978365,0.0847245894285687
0.14814814814814814,-0.07476479268706215,0.09455025099196697,0.621512016975343,0.09455025217184593,0.09455025099196697,0.08360116383861009
0.14914914914914915,-0.0779001278551559,0.0937072525770338,0.6219227295771432,0.09370725374211399,0.0937072525770338,0.08249263457409875
0.15015015015015015,-0.08103546302324963,0.09230875028567408,0.6217667603665742,0.09230875143612928,0.09230875028567408,0.08139880411370838
0.15115115115115116,-0.08417079819134335,0.09118507593880498,0.6218670753310989,0.09118507707479279,0.09118507593880498,0.08031947755519313
0.15215215215215216,-0.08730613335943704,0.08941531547299582,0.6213064045526646,0.08941531659467966,0.08941531547299582,0.07925446258065928
0.15315315315315314,-0.09044146852753071,0.08719736180099866,0.6202740740141613,0.08719736290852487,0.08719736180099866,0.07820356942229742
0.15415415415415415,-0.09357680369562443,0.08651815342188322,0.6207510792921281,0.0865181545153876,0.08651815342188322,0.07716661082856899
0.15515515515515516,-0.09671213886371816,0.08451684122695136,0.6198969746307106,0.08451684230660443,0.08451684122695136,0.07614340203084122
0.15615615615615616,-0.0998474740318119,0.08303751970010918,0.6195383237693102,0.08303752076605066,0.08303751970010918,0.07513376071046446
0.15715715715715717,-0.10298280919990557,0.08184717486437625,0.6194490341882282,0.08184717591675675,0.08184717486437625,0.07413750696628602
0.15815815815815815,-0.10611814436799924,0.08114739269243919,0.6198345236141433,0.08114739373141423,0.08114739269243919,0.0731544632825948
0.15915915915915915,-0.10925347953609296,0.08053302339292918,0.6202961469859888,0.08053302441866257,0.08053302339292918,0.07218445449749103
0.16016016016016016,-0.11238881470418668,0.0795194546778573,0.6203504245677286,0.07951945569051257,0.0795194546778573,0.07122730777167527
0.16116116116116116,-0.11552414987228043,0.07653180689960667,0.6184171834338142,0.07653180789933774,0.07653180689960667,0.0702828525576514
0.16216216216216217,-0.1186594850403741,0.07531021593581894,0.6182103836992322,0.07531021692274253,0.07531021593581894,0.0693509205693379
0.16316316316316315,-0.12179482020846777,0.07353530671650729,0.6174340677370928,0.0735353076907721,0.07353530671650729,0.0684313457520821
0.16416416416416416,-0.12493015537656149,0.07244878903737507,0.6173226084903989,0.07244878999911943,0.07244878903737507,0.06752396425307197
0.16516516516516516,-0.12806549054465524,0.0724804557868019,0.6183149267360615,0.07248045673617443,0.0724804557868019,0.06662861439214038
0.16616616616616617,-0.13120082571274896,0.0723250140835721,0.6191205564206308,0.07232501502073735,0.0723250140835721,0.06574513663295635
0.16716716716716717,-0.13433616088084263,0.07158655439378918,0.6193411070019522,0.07158655531890658,0.07158655439378918,0.06487337355459837
0.16816816816816815,-0.1374714960489363,0.07114360172828832,0.6198473728276215,0.07114360264150614,0.07114360172828832,0.0640131698235046
0.16916916916916916,-0.14060683121703002,0.06871035833537112,0.6183574744903975,0.06871035923684035,0.06871035833537112,0.06316437216579511
0.17017017017017017,-0.14374216638512377,0.06799433973170908,0.6185525367819424,0.06799434062154978,0.06799433973170908,0.06232682933996094
0.17117117117117117,-0.14687750155321752,0.06771788873151786,0.6191776724599067,0.06771788960987418,0.06771788873151786,0.061500392109915474
0.17217217217217218,-0.1500128367213112,0.0661131333632155,0.6184708381020811,0.0661131342302359,0.0661131333632155,0.06068491321840304
0.17317317317317318,-0.1531481718894049,0.06564188374069543,0.6188762308601794,0.06564188459650863,0.06564188374069543,0.05988024736076015
0.17417417417417416,-0.15628350705749858,0.06439028230954273,0.61849502316414,0.0643902831542912,0.06439028230954273,0.059086251159024626
0.17517517517517517,-0.1594188422255923,0.0645379924998792,0.6194965311869228,0.06453799333369377,0.0645379924998792,0.05830278313638808
0.17617617617617617,-0.16255417739368602,0.0647917641470183,0.6206060592633132,0.0647917649700458,0.0647917641470183,0.05752970369198709
0.17717717717717718,-0.1656895125617797,0.06339732412296056,0.6200707406119773,0.0633973249353472,0.06339732412296056,0.05676687507602868
0.1781781781781782,-0.1688248477298734,0.06402107939206458,0.62153512734945,0.06402108019393424,0.06402107939206458,0.05601416136524561
0.17917917917917917,-0.17196018289796708,0.06298190628824048,0.6213448565417742,0.06298190707974022,0.06298190628824048,0.05527142843867714
0.18018018018018017,-0.17509551806606086,0.06421079147829414,0.6234088648683856,0.06421079225954889,0.06421079147829414,0.05453854395377092
0.18118118118118118,-0.17823085323415458,0.06286732714871789,0.6229168183647371,0.06286732791987841,0.06286732714871789,0.05381537732280174
0.18218218218218218,-0.17963790614845404,0.06209754319522082,0.6229806382569624,0.062097543956404676,0.06209754319522082,0.05310179968960304
0.1831831831831832,-0.1780204651186137,0.06148754905972908,0.6231940408360103,0.061487549811059534,0.06148754905972908,0.052397683906606846
0.1841841841841842,-0.17640302408877334,0.05992069286819524,0.6224424929982761,0.059920693609795954,0.05992069286819524,0.05170290451218824
0.18518518518518517,-0.17478558305893305,0.05739905373484969,0.620715386121973,0.05739905446683233,0.05739905373484969,0.05101733770831018
0.18618618618618618,-0.1731681420290927,0.05583755315161607,0.619914981531516,0.05583755387408212,0.05583755315161607,0.05034086133846479
0.1871871871871872,-0.17155070099925235,0.056177848358925656,0.6209956676488426,0.05617784907198626,0.056177848358925656,0.049673354865907106
0.1881881881881882,-0.169933259969412,0.055103949383094514,0.6206666718059949,0.055103950086877594,0.055103949383094514,0.04901469935217743
0.1891891891891892,-0.16831581893957165,0.05404625198545004,0.6203396379260516,0.05404625268006863,0.05404625198545004,0.04836477743590852
0.19019019019019018,-0.16669837790973135,0.05484793323911,0.621857957910759,0.05484793392467616,0.05484793323911,0.04772347331191377
0.19119119119119118,-0.165080936879891,0.054614696012272014,0.6223519894940579,0.05461469668891291,0.054614696012272014,0.04709067271055261
0.1921921921921922,-0.16346349585005063,0.05459353099518309,0.6230550006227493,0.05459353166301497,0.05459353099518309,0.046466262877369637
0.1931931931931932,-0.16184605482021028,0.054719934208970415,0.623905299338984,0.054719934868109894,0.054719934208970415,0.04585013255300362
0.1941941941941942,-0.16022861379036993,0.05308603609585295,0.6229969728004188,0.053086036746416425,0.05308603609585295,0.04524217195336297
0.19519519519519518,-0.15861117276052963,0.05250698037616265,0.6231218236006085,0.052506981018249584,0.05250698037616265,0.04464227275006404
0.1961961961961962,-0.15699373173068928,0.05196111899825418,0.6232721906171352,0.05196111963197212,0.05196111899825418,0.04405032805112885
0.1971971971971972,-0.15537629070084893,0.05111310270006051,0.6231131647360723,0.05111310332551595,0.05111310270006051,0.04346623238193868
0.1981981981981982,-0.15375884967100859,0.04934123057624267,0.6220190385583187,0.04934123119353841,0.04934123057624267,0.04288988166644032
0.1991991991991992,-0.15214140864116824,0.04915122294173206,0.6224832823166192,0.049151223550962866,0.04915122294173206,0.042321173208601404
0.20020020020020018,-0.15052396761132794,0.04683936780613959,0.6208231591224475,0.04683936840741102,0.04683936780613959,0.041760005674111755
0.2012012012012012,-0.1489065265814876,0.045280285439400554,0.6198851541129778,0.045280286032802146,0.045280285439400554,0.04120627907232727
0.2022022022022022,-0.14728908555164721,0.04386973256836427,0.619075005581525,0.043869733153990446,0.04386973256836427,0.040659894738453266
0.2032032032032032,-0.14567164452180686,0.04287548731546278,0.6186624611120993,0.04287548789340822,0.04287548731546278,0.0401207553159641
0.2042042042042042,-0.14405420349196651,0.04314890425370352,0.619504395405876,0.04314890482406446,0.04314890425370352,0.03958876473925585
0.20520520520520522,-0.14243676246212617,0.04423509999556629,0.6211627339384062,0.04423510055844481,0.04423509999556629,0.039063828216529005
0.2062062062062062,-0.14081932143228587,0.045372573643295264,0.6228867530424023,0.045372574198796804,0.045372573643295264,0.038545852212898205
0.2072072072072072,-0.13920188040244552,0.04557801179307709,0.6236938192453991,0.04557801234130633,0.04557801179307709,0.03803474443372587
0.2082082082082082,-0.13758443937260517,0.0454137934443084,0.6241339530042952,0.045413793985363035,0.0454137934443084,0.03753041380817684
0.2092092092092092,-0.13596699834276482,0.042472730830968114,0.6217950650063454,0.04247273136494227,0.042472730830968114,0.037032770472991076
0.21021021021021022,-0.13434955731292447,0.043040804579492116,0.6229263156625992,0.04304080510646261,0.043040804579492116,0.036541725756471556
0.2112112112112112,-0.13273211628308418,0.045101673068865776,0.6255578935656587,0.045101673588928595,0.045101673068865776,0.036057192162684444
0.2122122122122122,-0.13111467525324383,0.04495696660594102,0.6260112230830397,0.04495696711919978,0.04495696660594102,0.03557908335586878
0.2132132132132132,-0.12949723422340348,0.04459512273827396,0.626245496425818,0.044595123244818,0.04459512273827396,0.03510731414505293
0.21421421421421422,-0.12787979319356313,0.0447031984580672,0.6269448914020436,0.04470319895798339,0.0447031984580672,0.03464180046887492
0.21521521521521522,-0.12626235216372275,0.04483980384381538,0.6276742490987861,0.044839804337192236,0.04483980384381538,0.03418245938060417
0.21621621621621623,-0.1246449111338824,0.04438029132118872,0.627809300237484,0.04438029180811377,0.04438029132118872,0.03372920903336176
0.2172172172172172,-0.12302747010404211,0.04341763037042914,0.6274351099336857,0.0434176308509852,0.04341763037042914,0.033281968665536676
0.2182182182182182,-0.12141002907420176,0.04320404543571615,0.6277972310174333,0.04320404590998209,0.04320404543571615,0.03284065858639545
0.21921921921921922,-0.11979258804436141,0.041258008877684674,0.6264240683978352,0.041258009345742704,0.041258008877684674,0.03240520016188261
