date_mutation,valeur_fonciere,code_departement,surface_reelle_bati
2024-02-01,346.5,01,
2024-03-01,10000.0,01,
2024-08-01,249000.0,01,
2024-03-01,329500.0,01,0
2024-03-01,329500.0,01,0
2024-03-01,329500.0,01,0
2024-03-01,329500.0,01,89
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-09-01,20000.0,01,
2024-05-01,102000.0,01,
2024-03-01,94500.0,01,0
2024-03-01,94500.0,01,74
2024-03-01,94500.0,01,0
2024-03-01,94500.0,01,32
2024-03-01,220000.0,01,40
2024-03-01,220000.0,01,80
2024-03-01,220000.0,01,
2024-10-01,19000.0,01,
2024-05-01,190000.0,01,110
2024-03-01,72000.0,01,121
2024-03-01,198000.0,01,72
2024-05-01,137000.0,01,80
2024-08-01,50000.0,01,
2024-08-01,50000.0,01,
2024-08-01,50000.0,01,
2024-08-01,50000.0,01,
2024-08-01,50000.0,01,
2024-08-01,50000.0,01,
2024-08-01,50000.0,01,
2024-08-01,50000.0,01,
2024-08-01,50000.0,01,
2024-08-01,50000.0,01,
2024-08-01,85000.0,01,91
2024-04-01,105000.0,01,0
2024-04-01,105000.0,01,80
2024-08-01,330000.0,01,
2024-08-01,330000.0,01,177
2024-05-01,2500.0,01,
2024-05-01,2500.0,01,
2024-05-01,355000.0,01,0
2024-05-01,355000.0,01,48
2024-05-01,355000.0,01,0
2024-09-01,8000.0,01,0
2024-08-01,620000.0,01,138
2024-08-01,620000.0,01,0
2024-08-01,620000.0,01,
2024-08-01,620000.0,01,
2024-08-01,620000.0,01,
2024-08-01,620000.0,01,
2024-08-01,620000.0,01,
2024-09-01,309700.0,01,0
2024-09-01,309700.0,01,84
2024-09-01,607600.0,01,0
2024-09-01,607600.0,01,0
2024-09-01,607600.0,01,203
2024-09-01,607600.0,01,0
2024-09-01,607600.0,01,0
2024-09-01,607600.0,01,203
2024-05-01,565423.0,01,0
2024-05-01,565423.0,01,86
2024-09-01,215000.0,01,125
2024-09-01,215000.0,01,0
2024-09-01,25000.0,01,0
2024-10-01,110000.0,01,0
2024-10-01,110000.0,01,45
2024-10-01,955200.0,01,190
2024-02-01,299000.0,01,0
2024-02-01,299000.0,01,0
2024-02-01,299000.0,01,21
2024-02-01,299000.0,01,47
2024-02-01,299000.0,01,51
2024-04-01,148000.0,01,40
2024-04-01,148000.0,01,0
2024-05-01,330000.0,01,88
2024-05-01,6840.0,01,
2024-12-01,252.4,01,
2024-12-01,252.4,01,
2024-12-01,252.4,01,
2024-12-01,252.4,01,
2024-03-01,187584.0,01,
2024-03-01,187584.0,01,
2024-03-01,187584.0,01,152
2024-03-01,187584.0,01,0
2024-03-01,187584.0,01,0
2024-03-01,187584.0,01,
2024-03-01,187584.0,01,
2024-03-01,187584.0,01,
2024-03-01,187584.0,01,
2024-03-01,187584.0,01,
2024-03-01,187584.0,01,
2024-03-01,187584.0,01,
2024-03-01,187584.0,01,
2024-08-01,700000.0,01,136
2024-08-01,700000.0,01,0
2024-08-01,700000.0,01,0
2024-08-01,700000.0,01,0
2024-08-01,700000.0,01,0
2024-08-01,700000.0,01,136
2024-08-01,560000.0,01,130
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-04-01,5000.0,01,
2024-08-01,150000.0,01,81
2024-09-01,109000.0,01,0
2024-09-01,109000.0,01,67
2024-09-01,109000.0,01,0
2024-04-01,115000.0,01,107
2024-05-01,210000.0,01,87
,650000.0,01,115
2024-08-01,905.0,01,
2024-11-01,134699.5,01,
2024-11-01,134699.5,01,
2024-12-01,190000.0,01,105
2024-12-01,190000.0,01,
2024-11-01,1.0,01,
2024-08-01,1220.0,01,
2024-08-01,1220.0,01,
2024-08-01,1220.0,01,
2024-08-01,1220.0,01,
2024-08-01,1220.0,01,
2024-08-01,1220.0,01,
2024-08-01,1220.0,01,
2024-08-01,134000.0,01,
2024-09-01,125000.0,01,0
2024-09-01,125000.0,01,120
2024-09-01,183000.0,01,111
2024-09-01,183000.0,01,0
2024-09-01,183000.0,01,0
2024-09-01,183000.0,01,0
2024-09-01,115000.0,01,31
2024-12-01,95000.0,01,
2024-09-01,25000.0,01,0
2024-09-01,250000.0,01,0
2024-09-01,250000.0,01,77
2024-02-01,130000.0,01,0
2024-02-01,130000.0,01,61
2024-10-01,268000.0,01,90
2024-10-01,268000.0,01,0
2024-09-01,260000.0,01,0
2024-09-01,260000.0,01,0
2024-09-01,260000.0,01,84
2024-05-01,288700.0,01,92
2024-09-01,615000.0,01,
2024-09-01,5000.0,01,
2024-09-01,5000.0,01,
2024-09-01,5000.0,01,
2024-09-01,361.0,01,
2024-05-01,15000.0,01,
2024-05-01,15000.0,01,30
2024-05-01,15000.0,01,30
2024-05-01,15000.0,01,30
2024-05-01,15000.0,01,0
2024-12-01,110000.0,01,16
2024-12-01,110000.0,01,58
2024-10-01,295000.0,01,0
2024-10-01,295000.0,01,93
2024-10-01,295000.0,01,93
2024-10-01,295000.0,01,0
2024-10-01,295000.0,01,
2024-08-01,3000.0,01,
2024-08-01,3000.0,01,
2024-04-01,502270.0,01,
2024-04-01,502270.0,01,156
2024-04-01,502270.0,01,0
2024-04-01,502270.0,01,
2024-09-01,200.0,01,
2024-05-01,411500.0,01,0
2024-05-01,411500.0,01,0
2024-05-01,411500.0,01,0
2024-05-01,411500.0,01,140
2024-05-01,411500.0,01,0
2024-05-01,411500.0,01,0
2024-05-01,411500.0,01,0
2024-05-01,411500.0,01,140
2024-04-01,177000.0,01,0
2024-04-01,177000.0,01,93
2024-03-01,147000.0,01,35
2024-03-01,147000.0,01,0
2024-12-01,36500.0,01,0
2024-12-01,250000.0,01,150
2024-03-01,17000.0,01,
2024-03-01,17000.0,01,
2024-09-01,692200.0,01,153
2024-10-01,140000.0,01,31
2024-04-01,7000.0,01,0
2024-12-01,205000.0,01,0
2024-12-01,205000.0,01,54
2024-09-01,478000.0,01,101
2024-04-01,559894.7,01,108
2024-08-01,320000.0,01,90
2024-08-01,320000.0,01,
2024-05-01,893400.0,01,0
2024-05-01,893400.0,01,0
2024-05-01,893400.0,01,160
2024-08-01,80000.0,01,57
2024-04-01,500000.0,01,0
2024-04-01,500000.0,01,85
2024-04-01,500000.0,01,0
2024-08-01,300000.0,01,
2024-08-01,300000.0,01,
2024-08-01,300000.0,01,0
2024-08-01,300000.0,01,0
2024-08-01,300000.0,01,0
2024-08-01,300000.0,01,128
2024-08-01,300000.0,01,
2024-08-01,300000.0,01,
2024-08-01,300000.0,01,
2024-08-01,300000.0,01,
2024-10-01,176880.0,01,41
2024-11-01,212000.0,01,
2024-11-01,212000.0,01,
2024-12-01,50.0,01,
,1000.0,01,
2024-12-01,300.0,01,
2024-12-01,300.0,01,
2024-12-01,300.0,01,
2024-12-01,300.0,01,
2024-12-01,300.0,01,
,170000.0,01,109
,170000.0,01,0
,170000.0,01,0
2024-11-01,56000.0,01,26
,1920000.0,01,170
,1920000.0,01,0
2024-09-01,245000.0,01,0
2024-09-01,245000.0,01,0
2024-09-01,245000.0,01,71
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-09-01,13000.0,01,
2024-02-01,470000.0,01,192
2024-11-01,25000.0,01,
2024-03-01,300000.0,01,120
2024-03-01,300000.0,01,
2024-03-01,300000.0,01,0
2024-03-01,300000.0,01,0
2024-10-01,1081.0,01,
2024-10-01,1081.0,01,
2024-09-01,310000.0,01,
2024-09-01,310000.0,01,
2024-10-01,127500.0,01,
2024-10-01,127500.0,01,
2024-10-01,127500.0,01,0
2024-10-01,127500.0,01,106
2024-10-01,127500.0,01,
2024-12-01,614000.0,01,
2024-12-01,215650.0,01,88
2024-08-01,139000.0,01,0
2024-08-01,139000.0,01,86
2024-03-01,121440.0,01,
2024-11-01,290000.0,01,
2024-11-01,290000.0,01,
2024-11-01,1.0,01,
2024-11-01,255000.0,01,
2024-11-01,255000.0,01,
2024-11-01,255000.0,01,
,302000.0,01,0
,302000.0,01,0
,302000.0,01,115
2024-03-01,15000.0,01,26
2024-10-01,225000.0,01,102
2024-09-01,225000.0,01,0
2024-09-01,225000.0,01,118
2024-09-01,225000.0,01,
2024-09-01,225000.0,01,
2024-09-01,225000.0,01,
2024-11-01,635000.0,01,
2024-05-01,140000.0,01,45
2024-12-01,305400.0,01,
2024-12-01,305400.0,01,102
2024-04-01,305000.0,01,
2024-04-01,305000.0,01,117
,35000.0,01,
,35000.0,01,
2024-11-01,260000.0,01,0
2024-11-01,260000.0,01,0
2024-11-01,260000.0,01,60
2024-11-01,1100000.0,01,148
2024-11-01,1100000.0,01,186
2024-11-01,1100000.0,01,0
2024-11-01,1100000.0,01,
2024-11-01,1100000.0,01,
2024-12-01,73000.0,01,0
2024-12-01,73000.0,01,42
2024-12-01,73000.0,01,0
,7000.0,01,0
2024-03-01,80000.0,01,
2024-02-01,640000.0,01,0
2024-02-01,640000.0,01,100
2024-02-01,640000.0,01,0
2024-02-01,640000.0,01,
2024-05-01,2898.0,01,
2024-05-01,80000.0,01,
2024-05-01,80000.0,01,
2024-09-01,359000.0,01,35
2024-09-01,359000.0,01,120
2024-10-01,151000.0,01,0
2024-10-01,151000.0,01,76
2024-10-01,151000.0,01,0
2024-10-01,151000.0,01,0
2024-04-01,20000.0,01,0
2024-04-01,20000.0,01,0
2024-08-01,448800.0,01,
2024-08-01,448800.0,01,207
2024-08-01,448800.0,01,0
2024-08-01,448800.0,01,0
2024-08-01,275000.0,01,59
2024-08-01,275000.0,01,60
2024-08-01,275000.0,01,72
2024-08-01,275000.0,01,89
2024-08-01,275000.0,01,0
2024-08-01,275000.0,01,0
2024-08-01,275000.0,01,0
2024-08-01,275000.0,01,0
2024-08-01,200000.0,01,0
2024-08-01,200000.0,01,70
2024-08-01,200000.0,01,70
2024-08-01,200000.0,01,0
2024-04-01,100.0,01,
2024-04-01,100.0,01,
2024-04-01,100.0,01,
2024-10-01,432500.0,01,0
2024-10-01,432500.0,01,120
,114500.0,01,0
,114500.0,01,0
,114500.0,01,31
2024-05-01,56011.0,01,
2024-03-01,152000.0,01,56
2024-03-01,152000.0,01,0
,290000.0,01,
2024-11-01,115000.0,01,265
2024-10-01,165000.0,01,220
,300.0,01,
2024-12-01,370000.0,01,0
2024-12-01,370000.0,01,150
2024-09-01,198000.0,01,0
2024-09-01,198000.0,01,89
2024-12-01,162000.0,01,78
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
