date_mutation,valeur_fonciere,code_departement,surface_reelle_bati
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,126
2024-08-01,874000.0,01,0
2024-08-01,874000.0,01,0
2024-08-01,874000.0,01,126
2024-08-01,874000.0,01,0
2024-08-01,874000.0,01,0
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-08-01,874000.0,01,
2024-09-01,8212.0,01,
2024-09-01,8212.0,01,
2024-09-01,8212.0,01,
2024-09-01,8212.0,01,
2024-09-01,8212.0,01,
2024-09-01,8212.0,01,
,222000.0,01,82
2024-09-01,85000.0,01,137
2024-09-01,85000.0,01,50
2024-09-01,85000.0,01,0
2024-09-01,85000.0,01,0
2024-09-01,85000.0,01,0
2024-09-01,85000.0,01,0
,195000.0,01,49
,195000.0,01,0
2024-10-01,225000.0,01,112
2024-11-01,110000.0,01,105
2024-09-01,209000.0,01,0
2024-09-01,209000.0,01,0
2024-09-01,209000.0,01,128
2024-09-01,209000.0,01,
2024-09-01,209000.0,01,
2024-09-01,209000.0,01,
2024-09-01,209000.0,01,
2024-09-01,209000.0,01,
2024-09-01,167000.0,01,74
2024-11-01,240000.0,01,133
,268200.0,01,98
2024-08-01,29424.79,01,
2024-08-01,29424.79,01,
2024-08-01,29424.79,01,
2024-04-01,290000.0,01,0
2024-04-01,290000.0,01,119
2024-04-01,198000.0,01,
2024-04-01,198000.0,01,
2024-04-01,198000.0,01,81
2024-04-01,198000.0,01,
,110000.0,01,0
,110000.0,01,63
,110000.0,01,0
,420000.0,01,32
,420000.0,01,0
,420000.0,01,0
,420000.0,01,104
,420000.0,01,0
,420000.0,01,0
,233000.0,01,0
,233000.0,01,0
,233000.0,01,33
,233000.0,01,57
,233000.0,01,0
,233000.0,01,0
,233000.0,01,0
,206910.0,01,88
2024-10-01,8070.0,01,
2024-10-01,8070.0,01,
2024-12-01,315750.0,01,90
,227400.0,01,
2024-11-01,370000.0,01,
2024-11-01,370000.0,01,74
2024-09-01,240000.0,01,532
2024-09-01,240000.0,01,
2024-09-01,240000.0,01,
2024-09-01,240000.0,01,
2024-05-01,71000.0,01,0
2024-05-01,71000.0,01,36
2024-09-01,272000.0,01,
2024-09-01,272000.0,01,
,3000.0,01,0
,485.0,01,
2024-02-01,3200.0,01,
2024-02-01,3200.0,01,
2024-02-01,3200.0,01,
2024-02-01,3200.0,01,
,17000.0,01,184
,56500.0,01,
,56500.0,01,
,56500.0,01,
,56500.0,01,
,56500.0,01,
,130000.0,01,65
,130000.0,01,0
,130000.0,01,0
,130000.0,01,0
,120000.0,01,58
,120000.0,01,0
,120000.0,01,0
,120000.0,01,40
,120000.0,01,0
,120000.0,01,0
,120000.0,01,
2024-12-01,235000.0,01,
2024-08-01,178000.0,01,85
2024-08-01,178000.0,01,74
2024-09-01,421700.0,01,0
2024-09-01,421700.0,01,0
2024-09-01,421700.0,01,130
2024-04-01,560000.0,01,0
2024-04-01,560000.0,01,133
2024-10-01,330000.0,01,120
2024-12-01,73000.0,01,
2024-10-01,360000.0,01,95
,344000.0,01,118
,344000.0,01,0
,390700.0,01,110
,390700.0,01,0
,528640.0,01,0
,528640.0,01,82
,528640.0,01,0
2024-11-01,275873.0,01,90
2024-11-01,275873.0,01,
2024-05-01,2730.2,01,
2024-05-01,2730.2,01,
,418100.0,01,146
,289620.0,01,0
,289620.0,01,71
,289620.0,01,0
,144000.0,01,48
,144000.0,01,0
2024-10-01,150000.0,01,76
2024-10-01,150000.0,01,40
2024-09-01,166300.0,01,0
2024-09-01,166300.0,01,0
2024-09-01,166300.0,01,68
2024-08-01,420000.0,01,100
2024-05-01,3000.0,01,
2024-10-01,74000.0,01,29
2024-10-01,74000.0,01,0
2024-10-01,74000.0,01,0
2024-05-01,1559.7,01,
2024-05-01,1559.7,01,
2024-05-01,1559.7,01,
2024-05-01,1559.7,01,
2024-05-01,1559.7,01,
2024-05-01,165000.0,01,0
2024-05-01,165000.0,01,0
2024-05-01,165000.0,01,48
2024-05-01,165000.0,01,34
2024-09-01,365000.0,01,77
2024-09-01,365000.0,01,0
2024-09-01,519468.0,01,99
2024-09-01,355000.0,01,0
2024-09-01,355000.0,01,0
2024-09-01,355000.0,01,74
2024-05-01,260000.0,01,
2024-05-01,260000.0,01,
,155000.0,01,47
,521800.0,01,
,521800.0,01,0
,521800.0,01,126
,521800.0,01,
2024-11-01,557590.0,01,
2024-11-01,557590.0,01,110
2024-11-01,557590.0,01,
2024-11-01,557590.0,01,
2024-06-01,2000.0,01,
2024-06-01,2000.0,01,
2024-06-01,3060.0,01,
2024-06-01,3060.0,01,
2024-06-01,3060.0,01,
2024-06-01,3060.0,01,
2024-06-01,3060.0,01,
2024-06-01,3060.0,01,
2024-06-01,3060.0,01,
2024-06-01,3060.0,01,
2024-06-01,3060.0,01,
2024-06-01,3060.0,01,
2024-06-01,3060.0,01,
2024-06-01,3060.0,01,
2024-06-01,3060.0,01,
2024-06-01,1000.0,01,
2024-06-01,1000.0,01,
2024-06-01,1000.0,01,
2024-06-01,1000.0,01,
2024-06-01,1000.0,01,
2024-06-01,1000.0,01,
2024-06-01,1000.0,01,
2024-08-01,80000.0,01,
2024-08-01,80000.0,01,
2024-11-01,157000.0,01,
2024-11-01,157000.0,01,
2024-12-01,1800.0,01,
2024-12-01,1800.0,01,
2024-12-01,1800.0,01,
2024-12-01,1800.0,01,
2024-05-01,136279.98,01,
2024-05-01,136279.98,01,
2024-05-01,633000.0,01,
2024-05-01,633000.0,01,
2024-05-01,633000.0,01,210
2024-05-01,633000.0,01,210
2024-05-01,633000.0,01,0
2024-05-01,633000.0,01,0
2024-05-01,633000.0,01,0
2024-05-01,633000.0,01,0
2024-05-01,633000.0,01,
2024-09-01,95050.0,01,
2024-09-01,95050.0,01,
2024-09-01,95050.0,01,
2024-09-01,95050.0,01,
2024-09-01,95050.0,01,
2024-09-01,95050.0,01,
2024-09-01,95050.0,01,
2024-09-01,95050.0,01,
2024-09-01,95050.0,01,
2024-04-01,120000.0,01,
2024-12-01,185000.0,01,0
2024-12-01,185000.0,01,46
2024-12-01,185000.0,01,0
2024-12-01,185000.0,01,0
2024-03-01,121000.0,01,77
2024-03-01,121000.0,01,0
2024-03-01,121000.0,01,0
2024-12-01,760320.0,01,0
2024-12-01,760320.0,01,123
2024-12-01,760320.0,01,0
2024-12-01,140000.0,01,
2024-12-01,140000.0,01,
2024-12-01,140000.0,01,
2024-12-01,140000.0,01,
,270000.0,01,88
,150550.0,01,0
,150550.0,01,65
,150550.0,01,0
,90552.0,01,
2024-09-01,1.0,01,
2024-09-01,1.0,01,
2024-04-01,230000.0,01,0
2024-04-01,230000.0,01,152
2024-08-01,750.0,01,
2024-08-01,750.0,01,
2024-08-01,750.0,01,
2024-08-01,600000.0,01,
2024-05-01,1.0,01,
2024-05-01,1.0,01,
2024-09-01,138000.0,01,75
2024-09-01,138000.0,01,0
2024-09-01,138000.0,01,0
2024-09-01,138000.0,01,83
2024-09-01,138000.0,01,75
2024-09-01,138000.0,01,83
2024-09-01,138000.0,01,83
2024-09-01,138000.0,01,75
2024-08-01,1000.0,01,
,130000.0,01,0
,130000.0,01,141
,130000.0,01,0
,130000.0,01,0
,130000.0,01,
,130000.0,01,
2024-09-01,330000.0,01,
2024-09-01,330000.0,01,115
2024-09-01,330000.0,01,0
2024-09-01,330000.0,01,
2024-09-01,330000.0,01,
2024-09-01,330000.0,01,
2024-09-01,330000.0,01,
2024-09-01,330000.0,01,
2024-09-01,330000.0,01,
2024-09-01,330000.0,01,
2024-09-01,330000.0,01,
2024-09-01,330000.0,01,
,124503.0,01,45
,124503.0,01,0
,315000.0,01,100
,108955.84,01,27
,374830.0,01,113
2024-03-01,118650.0,01,69
2024-03-01,118650.0,01,0
2024-12-01,820000.0,01,151
2024-09-01,772506.0,01,155
2024-09-01,772506.0,01,40
2024-09-01,772506.0,01,0
2024-09-01,772506.0,01,0
2024-09-01,772506.0,01,155
2024-09-01,772506.0,01,40
,372950.0,01,0
,372950.0,01,0
,372950.0,01,92
,372950.0,01,35
2024-05-01,285000.0,01,0
2024-05-01,285000.0,01,0
2024-05-01,285000.0,01,82
,340000.0,01,0
,340000.0,01,0
,340000.0,01,73
2024-05-01,326500.0,01,119
,39000.0,01,0
,39000.0,01,18
2024-12-01,4992.0,01,
2024-12-01,4992.0,01,
2024-09-01,217000.0,01,92
2024-09-01,92000.0,01,
2024-09-01,92000.0,01,
,114800.0,01,
,114800.0,01,142
,141500.0,01,
,141500.0,01,
,141500.0,01,
,141500.0,01,
2024-10-01,625.0,01,
2024-10-01,625.0,01,
2024-03-01,120000.0,01,
,4749.3,01,
,4749.3,01,
,4749.3,01,
,4749.3,01,
,4749.3,01,
,4749.3,01,
,4749.3,01,
,162000.0,01,
,162000.0,01,
,192000.0,01,
,192000.0,01,
2024-12-01,79500.0,01,
,360000.0,01,
,360000.0,01,99
2024-12-01,340000.0,01,44
2024-12-01,340000.0,01,21699
2024-12-01,340000.0,01,117
2024-12-01,340000.0,01,26
2024-12-01,340000.0,01,
2024-12-01,340000.0,01,
2024-12-01,340000.0,01,
,340000.0,01,92
,45000.0,01,29
,735.0,01,
,3100.68,01,
,3100.68,01,
,3100.68,01,
,3100.68,01,
2024-09-01,315000.0,01,
2024-09-01,315000.0,01,
2024-09-01,315000.0,01,
2024-11-01,289000.0,01,
2024-11-01,289000.0,01,
2024-11-01,289000.0,01,
2024-11-01,289000.0,01,115
2024-11-01,289000.0,01,
2024-11-01,289000.0,01,
2024-05-01,189000.0,01,93
2024-09-01,638500.0,01,123
,269000.0,01,
2024-10-01,625000.0,01,0
2024-10-01,625000.0,01,123
2024-10-01,625000.0,01,0
,400000.0,01,
,400000.0,01,
2024-11-01,120000.0,01,
2024-11-01,120000.0,01,
,239000.0,01,63
2024-12-01,121316.0,01,
,90000.0,01,
,90000.0,01,
,90000.0,01,
,90000.0,01,
2024-10-01,121440.0,01,
2024-10-01,296400.0,01,
2024-10-01,296400.0,01,
2024-10-01,296400.0,01,
2024-12-01,121316.0,01,
2024-12-01,385728.0,01,
2024-12-01,385728.0,01,
2024-12-01,385728.0,01,
2024-12-01,385728.0,01,
2024-11-01,20000.0,01,
2024-10-01,397600.0,01,
2024-10-01,397600.0,01,
2024-10-01,397600.0,01,
2024-10-01,397600.0,01,
2024-10-01,411600.0,01,
2024-10-01,411600.0,01,
2024-10-01,411600.0,01,
2024-10-01,411600.0,01,
,125000.0,01,0
,125000.0,01,89
,125000.0,01,0
,352030.0,01,0
,352030.0,01,89
,352030.0,01,0
,352030.0,01,0
,352030.0,01,89
,352030.0,01,0
2024-12-01,900.0,01,
,95000.0,01,
,95000.0,01,
,95000.0,01,
2024-11-01,2000.0,01,
,189000.0,01,90
,189000.0,01,
,189000.0,01,0
2024-03-01,320000.0,01,0
2024-03-01,320000.0,01,72
,320000.0,01,134
,320000.0,01,134
2024-11-01,5000.0,01,
2024-11-01,5000.0,01,
2024-11-01,5000.0,01,
2024-04-01,4000.0,01,
2024-09-01,15000.0,01,
2024-11-01,14600.0,01,
2024-11-01,14600.0,01,
2024-11-01,14600.0,01,
2024-11-01,14600.0,01,
2024-11-01,14600.0,01,
2024-11-01,14600.0,01,
2024-11-01,14600.0,01,
2024-11-01,14600.0,01,
,30000.0,01,
2024-11-01,7000.0,01,
2024-11-01,7000.0,01,
2024-11-01,7000.0,01,
2024-11-01,7000.0,01,
2024-11-01,7000.0,01,
2024-11-01,7000.0,01,
2024-11-01,7000.0,01,
2024-11-01,7000.0,01,
,1000000.0,01,110
,1000000.0,01,54
,1000000.0,01,110
,1000000.0,01,117
,1000000.0,01,112
,1000000.0,01,54
,1000000.0,01,109
,1000000.0,01,49
,1000000.0,01,31
,1000000.0,01,31
,1000000.0,01,39
,1000000.0,01,21
,1000000.0,01,39
,1000000.0,01,36
,1000000.0,01,29
,1000000.0,01,
,1000000.0,01,
,1000000.0,01,126
,1000000.0,01,56
,1000000.0,01,43
,1000000.0,01,0
,1000000.0,01,131
,1000000.0,01,130
,1000000.0,01,
,1000000.0,01,68
,1000000.0,01,67
,1000000.0,01,92
,1000000.0,01,66
,1000000.0,01,44
,1000000.0,01,85
,1000000.0,01,109
,1000000.0,01,110
,1000000.0,01,110
,1000000.0,01,
,1000000.0,01,
,1000000.0,01,
,1000000.0,01,
,1000000.0,01,0
,1000000.0,01,
,1000000.0,01,69
,1000000.0,01,67
,1000000.0,01,70
,1000000.0,01,60
2024-12-01,310000.0,01,105
2024-12-01,310000.0,01,
,156000.0,01,0
,156000.0,01,89
,156000.0,01,0
2024-10-01,210000.0,01,
2024-10-01,210000.0,01,89
,50000.0,01,0
,50000.0,01,0
,50000.0,01,0
,50000.0,01,43
,3974.15,01,
,3974.15,01,
