^GSPC,^FCHI,^GDAXI,^FTSE,^N225,^GSPTSE,000001.SS,^HSI,399001.SZ,IMOEX.ME
0.506402131676619,0.8270107029679672,0.8858839363345248,0.34462904818057905,0.6431840425180577,-0.3693269966571522,0.16573828499909685,0.2009158423801776,0.018470342809541594,0.22891459859032348
0.19250586313095527,0.7620268271705749,0.3702856021858412,0.08020681673717056,0.40662008111381026,-0.18550188342015517,0.5876739246973849,0.46449758834112187,0.6299887767596998,0.4297241592856222
-0.12370186166346062,-0.2955337608282737,-0.6387197863605147,0.21107235503731978,-0.22149268868594454,-0.41430615664308734,0.2138477412930493,0.16423227510988572,-0.04983719796489206,0.15387551329783675
0.5063928127917666,-0.25071316436306396,-0.48882918371203776,0.17275705354190074,-0.2730461457296269,0.19893292818451658,0.09817872552402912,0.1293361351989847,0.17014632501570218,0.3320112602732935
0.484507547947322,0.4010621578491008,0.23162232442493816,0.1882715742196731,-0.2060517111021187,0.10061891590183539,0.10029668499996808,0.6697222133612292,-0.0035764418834472577,0.37229983180249177
-0.31127998189771894,-0.06221401681642345,-0.012584457129505143,-0.28009188136612784,0.9236060683584214,-0.42248132929712956,0.6873062570854518,1.2589402136769718,0.48441657014353606,-0.10398863600494239
0.6896352194439349,-0.3043787268533917,-0.3936142208286642,-0.3765212072972483,-0.2894440446466125,0.1366343930570393,0.2161820379750561,0.19559337647529096,-0.4863559126959965,0.46850654402998065
-0.16286824782947956,-0.002756783103095314,0.562213052937544,-0.3029126165616263,-0.3588899920152032,-0.2525210442042213,0.782801741995308,0.32371181236904767,0.105081077048662,0.45424309588066036
0.30209540427297177,0.4466590245443952,0.8856604912847095,0.3627798306975488,0.11741980097177086,0.36547503479746113,0.3427879993595243,0.31051600504123705,-0.13230069967721253,-0.2823656507138094
0.585938566917326,0.20961401958780973,0.15160558765243837,-0.19210883852045424,0.0013725451947914596,-0.04837106203863834,0.3514174064012869,0.32119008268280147,1.2989937948192503,0.5167492191733976
-0.08082237497356319,-0.598953983084719,-0.8698117321115925,-1.0927528353981877,-0.6030540754632657,-0.3723941498403048,1.475741840913791,1.2178927530805508,0.5639003568587879,-0.054100105543400466
0.009369939031251046,-0.21917170324308616,-0.7094776727872625,-0.3459408908518719,-0.8884060241913733,-0.4655029020006521,-0.27362240524425463,-0.613032540466352,-0.31271512683228264,0.29382549647084977
0.875876205930783,0.6843310363360297,0.22791748132513398,0.6131745889011838,-0.14542443171930614,0.17886483460257777,0.25338276937372267,1.0722337432992783,0.04038014692462862,-0.6047633347678132
-0.5613996393149312,-0.12491758975196825,-0.11341730111959006,0.07096686568570672,-0.03308711026281165,-0.8282382122870836,-0.8789944820844504,-0.364263978292211,-1.204950327954176,-0.27902090475181573
-0.8875386436363902,-0.7134524032060424,-0.7764090663384633,-1.0401609300127548,-1.1145011992390839,-0.8054263550566856,-0.8843894005158532,-0.7297484737336899,-0.43369749980476346,-0.1096010880107682
0.0005589055038837733,0.10446032140541044,-0.06967719642943977,-0.6849224917730403,-0.6576039026121101,-0.0394680240220963,-0.1771954752929637,0.6150084284069657,-0.7105514749206747,0.21574803590974317
-0.08766227677673617,-0.41716314103114915,-1.1410554423060166,-0.5480813436616704,1.2366235316239438,-0.5354265222449038,-0.8657401854278071,-0.4896472868405084,-1.8097345765037227,0.2851519125677082
-1.7004246509209,-1.3447752878093429,-1.3620279187199358,-0.5995917482823366,-0.7105958601781386,-1.486779061852568,0.3968391329514234,-0.05920523846392285,0.388152849113427,-0.5119841033891422
