a,b,m,kappa
0.6438263697602113,0.014387677320170234,0.06694329388710026,0.0010397423298759883
-0.44938248592110924,-6.276549642879102e-05,0.0,0.00017859372299234484
-0.9426196785352106,0.039759416464773364,0.0,0.0019271426553317725
0.6885593202395499,-0.002349568013772101,0.1116762446147571,-0.007376357830382297
-0.32324870063938665,-0.0001475258457105531,0.0,0.0007257259163411679
0.696509920696497,0.0010913419656228642,0.11962684511583846,0.004607866639531023
-0.2522527005211313,-5.081429328134378e-06,0.0,0.0004862497992114495
-0.4825585363705385,0.01343795590562361,0.00029011725011238073,0.0003544747924929425
-0.2947124893705614,-0.003710203813331163,0.0,-0.0001163363652827573
0.12199387134380192,0.0006097242350167092,0.0,-6.0792023844470726e-05
-0.4345576051585249,-0.00025364891669829944,0.0,0.0007830017815170578
0.6508114723448875,0.016735318146495756,0.07392839651055136,-0.0026374746406694675
0.660858935341328,-0.0025673249598584975,0.08397585956276693,-0.0006329353489628116
0.641689973564791,2.8683985247861753e-05,0.06480689767982212,-5.5187290052875895e-05
0.593643201002744,1.996641225975634e-05,0.01676012486698562,-2.153573233442428e-05
0.573916533381229,0.00014329057004869566,0.0,-0.00021740660955978038
-0.8528140001326594,0.009077980109386822,0.0,0.00026277470402010704
-0.2806279425075611,-0.0008303876835625546,0.0,0.0007284974003657143
-0.9149822866743723,0.0038776583452173057,2.5020529015735997e-05,0.000234426023090624
0.33005144018695803,0.003078652397625552,0.0,-0.000498064866305617
-0.20013391463164887,-0.0010473311424042734,0.0,0.00011664180129588773
0.6746329745439306,-0.00010845267780485448,0.0977498988418325,-0.002366135082716718
0.560765282083476,-0.02699686471289155,0.0,0.00024079554004182596
-0.21451541249302866,-6.55887045250832e-05,0.0,0.000861427479964491
0.5984985160558081,3.2246257866351e-05,0.021615439933254522,-0.0007688861439713038
-0.9176897873034322,0.0024371997646501393,0.0,0.0161377771271631
0.6511833372813766,-0.00017210446374771774,0.07430026144910269,-0.003327929544295968
-0.157108338659062,-0.00503526115003583,0.0,0.0022707324888143134
-0.5743210373756952,0.0010494634695222284,0.0013851020743108873,-5.9909636837390085e-05
-0.9297177674924222,0.00037447525520484855,0.0,0.00976076394972631
0.03341131709932988,0.003232430337701066,0.0001888166984432688,0.001993995876852356
-0.2859569892448363,0.0002820565374212632,0.0002936604763092613,-0.0001726355494633439
0.7538978856190649,-0.0004143634150866849,0.1770148103569718,-0.004787449526622804
0.6022574734734173,0.0017972630552408068,0.025374397395922663,-0.0023059141740606735
0.49489008138878476,5.082668085171261e-05,0.0,-0.0019019400663156957
0.6718100474227655,0.009068935432708257,0.09492697170499549,-0.001460930839292534
-0.8822784356378236,0.0010646228843210193,0.0,0.013006011113321034
-0.29624674476647156,-2.2713100190023972e-05,6.008396473692494e-07,-0.0012240926762374271
0.38222877586643106,-0.0010496576518926983,0.0,-0.0025868879501274996
0.35621945915114633,8.613971227184625e-05,0.0,0.00022296930698411508
-0.9684442080281088,0.01244644529320169,0.0,0.04592759105523545
0.7643862911930503,0.002337458565424138,0.18750321598917857,0.004529912840682281
-0.38702987316707166,0.006685240704927544,0.0,0.0018438621170352417
