a_T,b,m1,tau1,m2,tau2,gain_h,D,mse_train,mse_val,mse_global,success,nit,message,lam_b,lam_m1,lam_m2,lam_D
12.04657225815575,1e-06,0.0,29.999684954625078,0.0,250.0,0.0,0.08346453578164267,0.2456484972699775,0.8912688495314577,0.43933460294842147,True,17,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.001,0.001,0.001,0.1
