a_T,b,m0,tau_m,gain_h,mse,nit,success,message
18.70610364646398,1e-06,0.0,49.99899130902534,0.0,0.4401080397287738,5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
